Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
125.663706E+0	0.000000E+0	NaN	0.000000E+0	0.000000E+0
138.230077E+0	6.600000E-9	912.318507E-9	133.000000E-3	121.338361E-9
157.079633E+0	6.400000E-9	1.005310E-6	156.000000E-3	156.828305E-9
175.929189E+0	6.400000E-9	1.125947E-6	154.000000E-3	173.395808E-9
194.778745E+0	6.300000E-9	1.227106E-6	160.000000E-3	196.336974E-9
213.628300E+0	6.200000E-9	1.324495E-6	163.000000E-3	215.892760E-9
238.761042E+0	6.100000E-9	1.456442E-6	159.000000E-3	231.574334E-9
270.176968E+0	6.100000E-9	1.648080E-6	151.000000E-3	248.860005E-9
301.592895E+0	5.900000E-9	1.779398E-6	154.000000E-3	274.027304E-9
333.008821E+0	5.800000E-9	1.931451E-6	153.000000E-3	295.512028E-9
370.707933E+0	5.700000E-9	2.113035E-6	153.000000E-3	323.294388E-9
414.690230E+0	5.700000E-9	2.363734E-6	151.000000E-3	356.923881E-9
458.672527E+0	5.640000E-9	2.586913E-6	147.000000E-3	380.276219E-9
515.221195E+0	5.550000E-9	2.859478E-6	140.000000E-3	400.326869E-9
571.769863E+0	5.500000E-9	3.144734E-6	138.000000E-3	433.973326E-9
634.601716E+0	5.460000E-9	3.464925E-6	131.000000E-3	453.905223E-9
709.999940E+0	5.400000E-9	3.834000E-6	129.000000E-3	494.585958E-9
791.681349E+0	5.370000E-9	4.251329E-6	123.000000E-3	522.913448E-9
879.645943E+0	5.330000E-9	4.688513E-6	121.000000E-3	567.310058E-9
980.176908E+0	5.300000E-9	5.194938E-6	118.000000E-3	613.002638E-9
1.093274E+3	5.260000E-9	5.750623E-6	115.000000E-3	661.321590E-9
1.218938E+3	5.220000E-9	6.362856E-6	113.000000E-3	719.002739E-9
1.357168E+3	5.200000E-9	7.057274E-6	111.000000E-3	783.357385E-9
1.514248E+3	5.170000E-9	7.828660E-6	110.000000E-3	861.152644E-9
1.683894E+3	5.140000E-9	8.655213E-6	110.000000E-3	952.073477E-9
1.878672E+3	5.120000E-9	9.618803E-6	110.000000E-3	1.058068E-6
2.092301E+3	5.090000E-9	10.649811E-6	111.000000E-3	1.182129E-6
2.331062E+3	5.060000E-9	11.795172E-6	112.000000E-3	1.321059E-6
2.601239E+3	5.000000E-9	13.006194E-6	113.000000E-3	1.469700E-6
2.896548E+3	5.000000E-9	14.482742E-6	115.000000E-3	1.665515E-6
3.229557E+3	5.000000E-9	16.147786E-6	118.000000E-3	1.905439E-6
3.593982E+3	5.000000E-9	17.969910E-6	121.000000E-3	2.174359E-6
4.008672E+3	4.900000E-9	19.642494E-6	126.000000E-3	2.474954E-6
4.467345E+3	4.890000E-9	21.845316E-6	131.000000E-3	2.861736E-6
4.976283E+3	4.860000E-9	24.184734E-6	136.000000E-3	3.289124E-6
5.541769E+3	4.830000E-9	26.766746E-6	143.000000E-3	3.827645E-6
6.176371E+3	4.790000E-9	29.584818E-6	150.000000E-3	4.437723E-6
6.886371E+3	4.750000E-9	32.710263E-6	158.000000E-3	5.168222E-6
7.671769E+3	4.710000E-9	36.134033E-6	167.000000E-3	6.034384E-6
8.545132E+3	4.670000E-9	39.905767E-6	177.000000E-3	7.063321E-6
9.525309E+3	4.620000E-9	44.006927E-6	189.000000E-3	8.317309E-6
10.612300E+3	4.570000E-9	48.498211E-6	201.000000E-3	9.748140E-6
11.824955E+3	4.510000E-9	53.330546E-6	214.000000E-3	11.412737E-6
13.175840E+3	4.450000E-9	58.632486E-6	229.000000E-3	13.426839E-6
14.683804E+3	4.380000E-9	64.315062E-6	245.000000E-3	15.757190E-6
16.361415E+3	4.300000E-9	70.354083E-6	262.000000E-3	18.432770E-6
18.227521E+3	4.220000E-9	76.920137E-6	281.000000E-3	21.614558E-6
20.313538E+3	4.130000E-9	83.894912E-6	300.000000E-3	25.168474E-6
22.632033E+3	4.030000E-9	91.207095E-6	321.000000E-3	29.277477E-6
25.220706E+3	3.930000E-9	99.117374E-6	343.000000E-3	33.997259E-6
28.098405E+3	3.810000E-9	107.054922E-6	366.000000E-3	39.182101E-6
31.309112E+3	3.690000E-9	115.530625E-6	390.000000E-3	45.056944E-6
