Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
1.239748E+6	1.060000E-9	1.314133E-3	289.400000E-3	380.310012E-6
1.381415E+6	1.053000E-9	1.454630E-3	271.800000E-3	395.368386E-6
1.539267E+6	1.049000E-9	1.614691E-3	256.200000E-3	413.683937E-6
1.715153E+6	1.045000E-9	1.792334E-3	242.800000E-3	435.178786E-6
1.911144E+6	1.042000E-9	1.991412E-3	231.700000E-3	461.410149E-6
2.129529E+6	1.040000E-9	2.214710E-3	222.700000E-3	493.215855E-6
2.372864E+6	1.039000E-9	2.465405E-3	215.900000E-3	532.281041E-6
2.644002E+6	1.039000E-9	2.747118E-3	211.400000E-3	580.740778E-6
2.946129E+6	1.041000E-9	3.066920E-3	209.100000E-3	641.293042E-6
3.282782E+6	1.043000E-9	3.423942E-3	209.300000E-3	716.631006E-6
3.657895E+6	1.047000E-9	3.829816E-3	212.100000E-3	812.303889E-6
4.075877E+6	1.053000E-9	4.291899E-3	217.500000E-3	933.487960E-6
4.541618E+6	1.060100E-9	4.814570E-3	226.000000E-3	1.088093E-3
5.060584E+6	1.069800E-9	5.413813E-3	238.000000E-3	1.288488E-3
5.638845E+6	1.082400E-9	6.103485E-3	254.000000E-3	1.550285E-3
6.283185E+6	1.098600E-9	6.902707E-3	274.700000E-3	1.896174E-3
