Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
34.890528E+3	3.910000E-9	136.421965E-6	473.200000E-3	64.554874E-6
38.874067E+3	3.740000E-9	145.389012E-6	499.500000E-3	72.621812E-6
43.316280E+3	3.570000E-9	154.639118E-6	525.100000E-3	81.201001E-6
48.267430E+3	3.400000E-9	164.109260E-6	549.700000E-3	90.210860E-6
53.784066E+3	3.231000E-9	173.776318E-6	573.100000E-3	99.591208E-6
59.929021E+3	3.068000E-9	183.862238E-6	595.100000E-3	109.416418E-6
66.777693E+3	2.909000E-9	194.256310E-6	615.600000E-3	119.584185E-6
74.405480E+3	2.757000E-9	205.135909E-6	634.500000E-3	130.158735E-6
82.906630E+3	2.611000E-9	216.469211E-6	651.300000E-3	140.986397E-6
92.381674E+3	2.472000E-9	228.367497E-6	666.900000E-3	152.298284E-6
102.937425E+3	2.339000E-9	240.770637E-6	680.400000E-3	163.820341E-6
114.699548E+3	2.214000E-9	253.944799E-6	691.300000E-3	175.552039E-6
127.806272E+3	2.096000E-9	267.881947E-6	699.800000E-3	187.463786E-6
142.408395E+3	1.985000E-9	282.680664E-6	705.300000E-3	199.374672E-6
158.681845E+3	1.882000E-9	298.639232E-6	707.500000E-3	211.287257E-6
176.815118E+3	1.786000E-9	315.791800E-6	706.100000E-3	222.980590E-6
197.021842E+3	1.699000E-9	334.740109E-6	700.900000E-3	234.619342E-6
219.534495E+3	1.619000E-9	355.426347E-6	691.600000E-3	245.812861E-6
244.616970E+3	1.546000E-9	378.177836E-6	678.500000E-3	256.593662E-6
272.570862E+3	1.481000E-9	403.677446E-6	661.700000E-3	267.113366E-6
303.716611E+3	1.423000E-9	432.188738E-6	641.700000E-3	277.335513E-6
338.418644E+3	1.371000E-9	463.971961E-6	618.800000E-3	287.105849E-6
377.091649E+3	1.325000E-9	499.646435E-6	593.600000E-3	296.590124E-6
420.181734E+3	1.285000E-9	539.933528E-6	566.500000E-3	305.872344E-6
468.197836E+3	1.250600E-9	585.528214E-6	538.300000E-3	315.189838E-6
521.692876E+3	1.219800E-9	636.360970E-6	509.500000E-3	324.225914E-6
581.307738E+3	1.193300E-9	693.674524E-6	480.500000E-3	333.310609E-6
647.733573E+3	1.170200E-9	757.977827E-6	452.000000E-3	342.605978E-6
721.749496E+3	1.150300E-9	830.228446E-6	424.300000E-3	352.265929E-6
804.222587E+3	1.133100E-9	911.264613E-6	397.800000E-3	362.501063E-6
896.120455E+3	1.118200E-9	1.002042E-3	372.600000E-3	373.360809E-6
998.517526E+3	1.105600E-9	1.103961E-3	349.000000E-3	385.282381E-6
1.112614E+6	1.094500E-9	1.217756E-3	327.300000E-3	398.571506E-6
1.239748E+6	1.086000E-9	1.346366E-3	306.000000E-3	411.988050E-6
1.381415E+6	1.078000E-9	1.489165E-3	288.000000E-3	428.879576E-6
1.539267E+6	1.071000E-9	1.648555E-3	271.800000E-3	448.077325E-6
1.715153E+6	1.066000E-9	1.828353E-3	257.700000E-3	471.166459E-6
1.911144E+6	1.062000E-9	2.029635E-3	245.500000E-3	498.275351E-6
2.129529E+6	1.059000E-9	2.255171E-3	235.400000E-3	530.867198E-6
2.372864E+6	1.057000E-9	2.508117E-3	227.400000E-3	570.345810E-6
2.644002E+6	1.056000E-9	2.792066E-3	221.500000E-3	618.442662E-6
2.946129E+6	1.056000E-9	3.111112E-3	217.800000E-3	677.600252E-6
3.282782E+6	1.058000E-9	3.473183E-3	216.400000E-3	751.596904E-6
3.657895E+6	1.062000E-9	3.884684E-3	217.300000E-3	844.141837E-6
4.075877E+6	1.067000E-9	4.348961E-3	220.900000E-3	960.685473E-6
4.541618E+6	1.074400E-9	4.879515E-3	227.400000E-3	1.109602E-3
5.060584E+6	1.084400E-9	5.487698E-3	237.200000E-3	1.301682E-3
5.638845E+6	1.097700E-9	6.189760E-3	250.800000E-3	1.552392E-3
6.283185E+6	1.114900E-9	7.005123E-3	269.000000E-3	1.884378E-3
