Amplitude,Capacitance,Dissipation
10.000000E-3,2.913000E-9,104.700000E-6
30.000000E-3,2.895000E-9,103.000000E-6
50.000000E-3,2.879000E-9,101.400000E-6
70.000000E-3,2.870000E-9,99.800000E-6
90.000000E-3,2.860000E-9,98.600000E-6
110.000000E-3,2.852000E-9,97.400000E-6
130.000000E-3,2.845000E-9,96.800000E-6
150.000000E-3,2.839000E-9,95.900000E-6
170.000000E-3,2.833000E-9,95.000000E-6
190.000000E-3,2.828000E-9,94.300000E-6
210.000000E-3,2.822000E-9,93.700000E-6
230.000000E-3,2.817000E-9,93.100000E-6
250.000000E-3,2.815000E-9,92.700000E-6
270.000000E-3,2.812000E-9,92.100000E-6
290.000000E-3,2.809000E-9,91.600000E-6
310.000000E-3,2.807000E-9,91.200000E-6
330.000000E-3,2.804000E-9,90.800000E-6
350.000000E-3,2.802000E-9,90.600000E-6
370.000000E-3,2.800000E-9,90.300000E-6
390.000000E-3,2.799000E-9,90.000000E-6
