Amplitude,Capacitance,Dissipation
10.000000E-3,1.138200E-9,321.400000E-6
30.000000E-3,1.135700E-9,318.600000E-6
50.000000E-3,1.133500E-9,316.200000E-6
70.000000E-3,1.132700E-9,313.400000E-6
90.000000E-3,1.131200E-9,311.700000E-6
110.000000E-3,1.129800E-9,310.200000E-6
130.000000E-3,1.128800E-9,309.400000E-6
150.000000E-3,1.127800E-9,308.200000E-6
170.000000E-3,1.126700E-9,307.200000E-6
190.000000E-3,1.125800E-9,306.200000E-6
210.000000E-3,1.124800E-9,305.500000E-6
230.000000E-3,1.124100E-9,304.700000E-6
250.000000E-3,1.123600E-9,304.200000E-6
270.000000E-3,1.123000E-9,303.500000E-6
290.000000E-3,1.122400E-9,303.000000E-6
310.000000E-3,1.121900E-9,302.400000E-6
330.000000E-3,1.121400E-9,302.000000E-6
350.000000E-3,1.121100E-9,301.700000E-6
370.000000E-3,1.120600E-9,301.400000E-6
390.000000E-3,1.120300E-9,301.000000E-6
