Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
338.418644E+3	1.304000E-9	441.297912E-6	600.000000E-3	264.778747E-6
377.091649E+3	1.259000E-9	474.758387E-6	576.900000E-3	273.888113E-6
420.181734E+3	1.219000E-9	512.201534E-6	551.200000E-3	282.325486E-6
468.197836E+3	1.184500E-9	554.580337E-6	523.700000E-3	290.433723E-6
521.692876E+3	1.154800E-9	602.450933E-6	494.700000E-3	298.032477E-6
581.307738E+3	1.129400E-9	656.528960E-6	465.500000E-3	305.614231E-6
647.733573E+3	1.108000E-9	717.688799E-6	436.400000E-3	313.199392E-6
721.749496E+3	1.089800E-9	786.562601E-6	408.000000E-3	320.917541E-6
804.222587E+3	1.074600E-9	864.217592E-6	380.800000E-3	329.094059E-6
896.120455E+3	1.061900E-9	951.590311E-6	355.100000E-3	337.909719E-6
998.517526E+3	1.051500E-9	1.049941E-3	331.200000E-3	347.740518E-6
1.112614E+6	1.042700E-9	1.160123E-3	309.300000E-3	358.825890E-6
1.239748E+6	1.036000E-9	1.284379E-3	288.500000E-3	370.543279E-6
1.381415E+6	1.030000E-9	1.422857E-3	270.900000E-3	385.452038E-6
1.539267E+6	1.026000E-9	1.579288E-3	255.500000E-3	403.508149E-6
1.715153E+6	1.022000E-9	1.752886E-3	242.500000E-3	425.074822E-6
1.911144E+6	1.020000E-9	1.949367E-3	231.700000E-3	451.668284E-6
2.129529E+6	1.019000E-9	2.169990E-3	223.300000E-3	484.558683E-6
2.372864E+6	1.018000E-9	2.415575E-3	217.200000E-3	524.662961E-6
2.644002E+6	1.019000E-9	2.694238E-3	213.500000E-3	575.219838E-6
2.946129E+6	1.020000E-9	3.005052E-3	212.200000E-3	637.671954E-6
3.282782E+6	1.022000E-9	3.355003E-3	213.500000E-3	716.293208E-6
3.657895E+6	1.026000E-9	3.753000E-3	217.600000E-3	816.652760E-6
4.075877E+6	1.031000E-9	4.202229E-3	224.700000E-3	944.240939E-6
4.541618E+6	1.037400E-9	4.711475E-3	234.900000E-3	1.106725E-3
5.060584E+6	1.046100E-9	5.293877E-3	248.700000E-3	1.316587E-3
5.638845E+6	1.056900E-9	5.959695E-3	267.000000E-3	1.591239E-3
6.283185E+6	1.070600E-9	6.726778E-3	290.500000E-3	1.954129E-3
