Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
125.663706E+0	0.000000E+0	NaN	0.000000E+0	0.000000E+0
138.230077E+0	6.100000E-9	843.203468E-9	145.000000E-3	122.264503E-9
157.079633E+0	6.000000E-9	942.477796E-9	168.000000E-3	158.336270E-9
175.929189E+0	5.800000E-9	1.020389E-6	161.000000E-3	164.282676E-9
194.778745E+0	5.700000E-9	1.110239E-6	154.000000E-3	170.976782E-9
213.628300E+0	5.700000E-9	1.217681E-6	153.000000E-3	186.305241E-9
238.761042E+0	5.600000E-9	1.337062E-6	153.000000E-3	204.570461E-9
270.176968E+0	5.700000E-9	1.540009E-6	136.000000E-3	209.441186E-9
301.592895E+0	5.500000E-9	1.658761E-6	132.000000E-3	218.956442E-9
333.008821E+0	5.400000E-9	1.798248E-6	118.000000E-3	212.193221E-9
370.707933E+0	5.400000E-9	2.001823E-6	136.000000E-3	272.247906E-9
414.690230E+0	5.400000E-9	2.239327E-6	121.000000E-3	270.958596E-9
458.672527E+0	5.350000E-9	2.453898E-6	117.000000E-3	287.106069E-9
515.221195E+0	5.320000E-9	2.740977E-6	115.000000E-3	315.212327E-9
571.769863E+0	5.270000E-9	3.013227E-6	112.000000E-3	337.481444E-9
634.601716E+0	5.240000E-9	3.325313E-6	108.000000E-3	359.133803E-9
709.999940E+0	5.200000E-9	3.692000E-6	106.000000E-3	391.351967E-9
791.681349E+0	5.180000E-9	4.100909E-6	102.000000E-3	418.292757E-9
879.645943E+0	5.150000E-9	4.530177E-6	100.000000E-3	453.017661E-9
980.176908E+0	5.120000E-9	5.018506E-6	98.000000E-3	491.813565E-9
1.093274E+3	5.100000E-9	5.575699E-6	97.000000E-3	540.842768E-9
1.218938E+3	5.070000E-9	6.180015E-6	97.000000E-3	599.461494E-9
1.357168E+3	5.050000E-9	6.853699E-6	96.000000E-3	657.955059E-9
1.514248E+3	5.020000E-9	7.601523E-6	97.000000E-3	737.347755E-9
1.683894E+3	5.000000E-9	8.419468E-6	98.000000E-3	825.107895E-9
1.878672E+3	4.980000E-9	9.355789E-6	99.000000E-3	926.223070E-9
2.092301E+3	4.950000E-9	10.356889E-6	100.000000E-3	1.035689E-6
2.331062E+3	4.930000E-9	11.492134E-6	102.000000E-3	1.172198E-6
2.601239E+3	4.900000E-9	12.746070E-6	105.000000E-3	1.338337E-6
2.896548E+3	4.900000E-9	14.193087E-6	107.000000E-3	1.518660E-6
3.229557E+3	4.800000E-9	15.501875E-6	111.000000E-3	1.720708E-6
3.593982E+3	4.800000E-9	17.251114E-6	115.000000E-3	1.983878E-6
4.008672E+3	4.800000E-9	19.241627E-6	119.000000E-3	2.289754E-6
4.467345E+3	4.760000E-9	21.264561E-6	124.000000E-3	2.636806E-6
4.976283E+3	4.730000E-9	23.537817E-6	130.000000E-3	3.059916E-6
5.541769E+3	4.700000E-9	26.046316E-6	136.000000E-3	3.542299E-6
6.176371E+3	4.660000E-9	28.781890E-6	144.000000E-3	4.144592E-6
6.886371E+3	4.630000E-9	31.883898E-6	152.000000E-3	4.846353E-6
7.671769E+3	4.590000E-9	35.213421E-6	160.000000E-3	5.634147E-6
8.545132E+3	4.550000E-9	38.880351E-6	170.000000E-3	6.609660E-6
9.525309E+3	4.500000E-9	42.863890E-6	181.000000E-3	7.758364E-6
10.612300E+3	4.460000E-9	47.330858E-6	193.000000E-3	9.134856E-6
11.824955E+3	4.400000E-9	52.029801E-6	206.000000E-3	10.718139E-6
13.175840E+3	4.350000E-9	57.314902E-6	220.000000E-3	12.609278E-6
14.683804E+3	4.280000E-9	62.846681E-6	235.000000E-3	14.768970E-6
16.361415E+3	4.220000E-9	69.045169E-6	252.000000E-3	17.399383E-6
18.227521E+3	4.140000E-9	75.461935E-6	270.000000E-3	20.374722E-6
20.313538E+3	4.060000E-9	82.472965E-6	289.000000E-3	23.834687E-6
22.632033E+3	3.970000E-9	89.849173E-6	309.000000E-3	27.763394E-6
25.220706E+3	3.870000E-9	97.604132E-6	331.000000E-3	32.306968E-6
28.098405E+3	3.760000E-9	105.650002E-6	354.000000E-3	37.400101E-6
31.309112E+3	3.650000E-9	114.278260E-6	378.000000E-3	43.197182E-6
34.890528E+3	3.530000E-9	123.163564E-6	399.200000E-3	49.166895E-6
38.874067E+3	3.400000E-9	132.171829E-6	423.900000E-3	56.027639E-6
43.316280E+3	3.270000E-9	141.644234E-6	448.500000E-3	63.527439E-6
48.267430E+3	3.134000E-9	151.270124E-6	473.000000E-3	71.550769E-6
53.784066E+3	2.998000E-9	161.244631E-6	496.800000E-3	80.106332E-6
59.929021E+3	2.863000E-9	171.576788E-6	519.600000E-3	89.151299E-6
66.777693E+3	2.729000E-9	182.236325E-6	541.400000E-3	98.662747E-6
74.405480E+3	2.598000E-9	193.305438E-6	561.800000E-3	108.598995E-6
82.906630E+3	2.472000E-9	204.945190E-6	580.400000E-3	118.950188E-6
92.381674E+3	2.349000E-9	217.004551E-6	598.200000E-3	129.812123E-6
102.937425E+3	2.230000E-9	229.550457E-6	614.200000E-3	140.989891E-6
114.699548E+3	2.117000E-9	242.818943E-6	628.200000E-3	152.538860E-6
127.806272E+3	2.008000E-9	256.634995E-6	640.200000E-3	164.297724E-6
142.408395E+3	1.905000E-9	271.287992E-6	649.800000E-3	176.282937E-6
158.681845E+3	1.808000E-9	286.896776E-6	656.700000E-3	188.405113E-6
176.815118E+3	1.716000E-9	303.414742E-6	660.300000E-3	200.344754E-6
197.021842E+3	1.631000E-9	321.342624E-6	660.500000E-3	212.246803E-6
219.534495E+3	1.552000E-9	340.717536E-6	656.700000E-3	223.749206E-6
244.616970E+3	1.480000E-9	362.033116E-6	648.600000E-3	234.814679E-6
272.570862E+3	1.415000E-9	385.687769E-6	636.100000E-3	245.335990E-6
303.716611E+3	1.356000E-9	411.839725E-6	620.100000E-3	255.381813E-6
