Amplitude,Capacitance,Dissipation
10.000000E-3,4.130000E-9,3.000000E-6
30.000000E-3,4.120000E-9,2.900000E-6
50.000000E-3,4.100000E-9,2.800000E-6
70.000000E-3,4.090000E-9,2.600000E-6
90.000000E-3,4.080000E-9,2.500000E-6
110.000000E-3,4.073000E-9,2.420000E-6
130.000000E-3,4.067000E-9,2.360000E-6
150.000000E-3,4.061000E-9,2.290000E-6
170.000000E-3,4.056000E-9,2.220000E-6
190.000000E-3,4.052000E-9,2.160000E-6
210.000000E-3,4.048000E-9,2.130000E-6
230.000000E-3,4.045000E-9,2.090000E-6
250.000000E-3,4.043000E-9,2.070000E-6
270.000000E-3,4.042000E-9,2.040000E-6
290.000000E-3,4.040000E-9,2.010000E-6
310.000000E-3,4.038000E-9,1.990000E-6
330.000000E-3,4.037000E-9,1.970000E-6
350.000000E-3,4.036000E-9,1.970000E-6
370.000000E-3,4.035000E-9,1.960000E-6
390.000000E-3,4.034000E-9,1.950000E-6
