Amplitude,Capacitance,Dissipation
10.000000E-3,2.796000E-9,91.500000E-6
30.000000E-3,2.794000E-9,91.000000E-6
50.000000E-3,2.792000E-9,90.600000E-6
70.000000E-3,2.793000E-9,89.900000E-6
90.000000E-3,2.792000E-9,89.500000E-6
110.000000E-3,2.791000E-9,89.100000E-6
130.000000E-3,2.788000E-9,88.900000E-6
150.000000E-3,2.787000E-9,88.600000E-6
170.000000E-3,2.786000E-9,88.300000E-6
190.000000E-3,2.785000E-9,88.000000E-6
210.000000E-3,2.783000E-9,87.900000E-6
230.000000E-3,2.782000E-9,87.600000E-6
250.000000E-3,2.781000E-9,87.500000E-6
270.000000E-3,2.781000E-9,87.200000E-6
290.000000E-3,2.780000E-9,87.000000E-6
310.000000E-3,2.780000E-9,86.900000E-6
330.000000E-3,2.779000E-9,86.700000E-6
350.000000E-3,2.778000E-9,86.700000E-6
370.000000E-3,2.778000E-9,86.600000E-6
390.000000E-3,2.777000E-9,86.400000E-6
