Amplitude,Capacitance,Dissipation
10.000000E-3,1.121200E-9,324.300000E-6
30.000000E-3,1.119400E-9,322.000000E-6
50.000000E-3,1.117800E-9,320.000000E-6
70.000000E-3,1.117600E-9,317.300000E-6
90.000000E-3,1.116400E-9,315.800000E-6
110.000000E-3,1.115400E-9,314.500000E-6
130.000000E-3,1.114500E-9,313.700000E-6
150.000000E-3,1.113600E-9,312.700000E-6
170.000000E-3,1.112900E-9,311.700000E-6
190.000000E-3,1.112100E-9,310.900000E-6
210.000000E-3,1.111400E-9,310.200000E-6
230.000000E-3,1.110800E-9,309.500000E-6
250.000000E-3,1.110400E-9,309.000000E-6
270.000000E-3,1.110000E-9,308.300000E-6
290.000000E-3,1.109500E-9,307.800000E-6
310.000000E-3,1.109000E-9,307.400000E-6
330.000000E-3,1.108700E-9,306.900000E-6
350.000000E-3,1.108400E-9,306.700000E-6
370.000000E-3,1.108100E-9,306.400000E-6
390.000000E-3,1.107800E-9,306.100000E-6
