Amplitude,Capacitance,Dissipation
10.000000E-3,4.030000E-9,2.000000E-6
30.000000E-3,4.020000E-9,2.000000E-6
50.000000E-3,4.020000E-9,2.000000E-6
70.000000E-3,4.020000E-9,2.000000E-6
90.000000E-3,4.020000E-9,1.900000E-6
110.000000E-3,4.020000E-9,1.900000E-6
130.000000E-3,4.019000E-9,1.900000E-6
150.000000E-3,4.017000E-9,1.880000E-6
170.000000E-3,4.016000E-9,1.870000E-6
190.000000E-3,4.016000E-9,1.850000E-6
210.000000E-3,4.015000E-9,1.860000E-6
230.000000E-3,4.014000E-9,1.850000E-6
250.000000E-3,4.014000E-9,1.840000E-6
270.000000E-3,4.014000E-9,1.840000E-6
290.000000E-3,4.014000E-9,1.830000E-6
310.000000E-3,4.013000E-9,1.820000E-6
330.000000E-3,4.013000E-9,1.810000E-6
350.000000E-3,4.012000E-9,1.830000E-6
370.000000E-3,4.013000E-9,1.820000E-6
390.000000E-3,4.013000E-9,1.820000E-6
