Amplitude,Capacitance,Dissipation
10.000000E-3,5.220000E-9,6.300000E-6
30.000000E-3,5.180000E-9,6.300000E-6
50.000000E-3,5.120000E-9,6.100000E-6
70.000000E-3,5.070000E-9,6.000000E-6
90.000000E-3,5.000000E-9,5.900000E-6
110.000000E-3,4.927000E-9,5.660000E-6
130.000000E-3,4.864000E-9,5.500000E-6
150.000000E-3,4.788000E-9,5.290000E-6
170.000000E-3,4.714000E-9,5.060000E-6
190.000000E-3,4.642000E-9,4.830000E-6
210.000000E-3,4.575000E-9,4.610000E-6
230.000000E-3,4.512000E-9,4.370000E-6
250.000000E-3,4.467000E-9,4.180000E-6
270.000000E-3,4.417000E-9,3.950000E-6
290.000000E-3,4.373000E-9,3.740000E-6
310.000000E-3,4.335000E-9,3.560000E-6
330.000000E-3,4.301000E-9,3.390000E-6
350.000000E-3,4.279000E-9,3.280000E-6
370.000000E-3,4.254000E-9,3.140000E-6
390.000000E-3,4.233000E-9,3.020000E-6
