Amplitude,Capacitance,Dissipation
10.000000E-3,5.000000E-9,5.500000E-6
30.000000E-3,4.940000E-9,5.400000E-6
50.000000E-3,4.880000E-9,5.200000E-6
70.000000E-3,4.830000E-9,5.100000E-6
90.000000E-3,4.780000E-9,4.900000E-6
110.000000E-3,4.740000E-9,4.750000E-6
130.000000E-3,4.707000E-9,4.650000E-6
150.000000E-3,4.670000E-9,4.520000E-6
170.000000E-3,4.636000E-9,4.390000E-6
190.000000E-3,4.604000E-9,4.270000E-6
210.000000E-3,4.574000E-9,4.170000E-6
230.000000E-3,4.548000E-9,4.070000E-6
250.000000E-3,4.528000E-9,3.990000E-6
270.000000E-3,4.505000E-9,3.900000E-6
290.000000E-3,4.485000E-9,3.800000E-6
310.000000E-3,4.465000E-9,3.720000E-6
330.000000E-3,4.448000E-9,3.640000E-6
350.000000E-3,4.434000E-9,3.600000E-6
370.000000E-3,4.419000E-9,3.530000E-6
390.000000E-3,4.406000E-9,3.460000E-6
