Amplitude,Capacitance,Dissipation
10.000000E-3,4.260000E-9,3.900000E-6
30.000000E-3,4.240000E-9,3.800000E-6
50.000000E-3,4.220000E-9,3.600000E-6
70.000000E-3,4.200000E-9,3.500000E-6
90.000000E-3,4.180000E-9,3.300000E-6
110.000000E-3,4.154000E-9,3.140000E-6
130.000000E-3,4.138000E-9,3.030000E-6
150.000000E-3,4.122000E-9,2.880000E-6
170.000000E-3,4.107000E-9,2.750000E-6
190.000000E-3,4.094000E-9,2.620000E-6
210.000000E-3,4.084000E-9,2.530000E-6
230.000000E-3,4.075000E-9,2.430000E-6
250.000000E-3,4.069000E-9,2.370000E-6
270.000000E-3,4.064000E-9,2.290000E-6
290.000000E-3,4.058000E-9,2.230000E-6
310.000000E-3,4.054000E-9,2.180000E-6
330.000000E-3,4.051000E-9,2.130000E-6
350.000000E-3,4.048000E-9,2.120000E-6
370.000000E-3,4.046000E-9,2.080000E-6
390.000000E-3,4.043000E-9,2.050000E-6
