Amplitude,Capacitance,Dissipation
10.000000E-3,4.550000E-9,3.800000E-6
30.000000E-3,4.530000E-9,3.700000E-6
50.000000E-3,4.500000E-9,3.600000E-6
70.000000E-3,4.480000E-9,3.500000E-6
90.000000E-3,4.450000E-9,3.400000E-6
110.000000E-3,4.433000E-9,3.330000E-6
130.000000E-3,4.419000E-9,3.290000E-6
150.000000E-3,4.401000E-9,3.220000E-6
170.000000E-3,4.385000E-9,3.160000E-6
190.000000E-3,4.369000E-9,3.100000E-6
210.000000E-3,4.354000E-9,3.060000E-6
230.000000E-3,4.341000E-9,3.010000E-6
250.000000E-3,4.332000E-9,2.970000E-6
270.000000E-3,4.320000E-9,2.920000E-6
290.000000E-3,4.309000E-9,2.880000E-6
310.000000E-3,4.299000E-9,2.840000E-6
330.000000E-3,4.290000E-9,2.810000E-6
350.000000E-3,4.283000E-9,2.800000E-6
370.000000E-3,4.276000E-9,2.760000E-6
390.000000E-3,4.268000E-9,2.730000E-6
