Amplitude,Capacitance,Dissipation
10.000000E-3,4.570000E-9,4.300000E-6
30.000000E-3,4.530000E-9,4.200000E-6
50.000000E-3,4.480000E-9,4.000000E-6
70.000000E-3,4.440000E-9,3.800000E-6
90.000000E-3,4.400000E-9,3.600000E-6
110.000000E-3,4.368000E-9,3.430000E-6
130.000000E-3,4.344000E-9,3.330000E-6
150.000000E-3,4.318000E-9,3.200000E-6
170.000000E-3,4.294000E-9,3.080000E-6
190.000000E-3,4.273000E-9,2.980000E-6
210.000000E-3,4.255000E-9,2.900000E-6
230.000000E-3,4.240000E-9,2.820000E-6
250.000000E-3,4.229000E-9,2.760000E-6
270.000000E-3,4.217000E-9,2.700000E-6
290.000000E-3,4.206000E-9,2.630000E-6
310.000000E-3,4.196000E-9,2.580000E-6
330.000000E-3,4.188000E-9,2.530000E-6
350.000000E-3,4.181000E-9,2.520000E-6
370.000000E-3,4.174000E-9,2.480000E-6
390.000000E-3,4.168000E-9,2.440000E-6
