Amplitude,Capacitance,Dissipation
10.000000E-3,4.900000E-9,6.000000E-6
30.000000E-3,4.870000E-9,5.900000E-6
50.000000E-3,4.820000E-9,5.800000E-6
70.000000E-3,4.770000E-9,5.600000E-6
90.000000E-3,4.720000E-9,5.400000E-6
110.000000E-3,4.665000E-9,5.230000E-6
130.000000E-3,4.618000E-9,5.070000E-6
150.000000E-3,4.561000E-9,4.850000E-6
170.000000E-3,4.506000E-9,4.630000E-6
190.000000E-3,4.454000E-9,4.400000E-6
210.000000E-3,4.406000E-9,4.200000E-6
230.000000E-3,4.362000E-9,3.980000E-6
250.000000E-3,4.330000E-9,3.810000E-6
270.000000E-3,4.295000E-9,3.610000E-6
290.000000E-3,4.264000E-9,3.420000E-6
310.000000E-3,4.237000E-9,3.250000E-6
330.000000E-3,4.214000E-9,3.100000E-6
350.000000E-3,4.199000E-9,3.000000E-6
370.000000E-3,4.181000E-9,2.880000E-6
390.000000E-3,4.167000E-9,2.780000E-6
