Amplitude,Capacitance,Dissipation
10.000000E-3,5.010000E-9,6.000000E-6
30.000000E-3,4.950000E-9,5.800000E-6
50.000000E-3,4.890000E-9,5.600000E-6
70.000000E-3,4.840000E-9,5.400000E-6
90.000000E-3,4.790000E-9,5.200000E-6
110.000000E-3,4.748000E-9,5.050000E-6
130.000000E-3,4.717000E-9,4.930000E-6
150.000000E-3,4.682000E-9,4.780000E-6
170.000000E-3,4.650000E-9,4.640000E-6
190.000000E-3,4.622000E-9,4.500000E-6
210.000000E-3,4.594000E-9,4.400000E-6
230.000000E-3,4.570000E-9,4.280000E-6
250.000000E-3,4.552000E-9,4.200000E-6
270.000000E-3,4.532000E-9,4.100000E-6
290.000000E-3,4.513000E-9,4.010000E-6
310.000000E-3,4.495000E-9,3.920000E-6
330.000000E-3,4.479000E-9,3.840000E-6
350.000000E-3,4.468000E-9,3.800000E-6
370.000000E-3,4.455000E-9,3.730000E-6
390.000000E-3,4.442000E-9,3.660000E-6
