Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
125.663706E+0	0.000000E+0	NaN	0.000000E+0	0.000000E+0
138.230077E+0	5.100000E-9	704.973391E-9	81.000000E-3	57.102845E-9
157.079633E+0	4.900000E-9	769.690200E-9	78.000000E-3	60.035836E-9
175.929189E+0	4.900000E-9	862.053024E-9	78.000000E-3	67.240136E-9
194.778745E+0	4.900000E-9	954.415848E-9	65.000000E-3	62.037030E-9
213.628300E+0	4.900000E-9	1.046779E-6	70.000000E-3	73.274507E-9
238.761042E+0	4.900000E-9	1.169929E-6	81.000000E-3	94.764257E-9
270.176968E+0	4.900000E-9	1.323867E-6	77.000000E-3	101.937770E-9
301.592895E+0	4.900000E-9	1.477805E-6	72.000000E-3	106.401973E-9
333.008821E+0	4.800000E-9	1.598442E-6	76.000000E-3	121.481618E-9
370.707933E+0	4.800000E-9	1.779398E-6	74.000000E-3	131.675458E-9
414.690230E+0	4.800000E-9	1.990513E-6	71.000000E-3	141.326430E-9
458.672527E+0	4.750000E-9	2.178695E-6	78.000000E-3	169.938171E-9
515.221195E+0	4.740000E-9	2.442148E-6	76.000000E-3	185.603283E-9
571.769863E+0	4.710000E-9	2.693036E-6	73.000000E-3	196.591632E-9
634.601716E+0	4.670000E-9	2.963590E-6	73.000000E-3	216.342071E-9
709.999940E+0	4.670000E-9	3.315700E-6	74.000000E-3	245.361779E-9
791.681349E+0	4.630000E-9	3.665485E-6	76.000000E-3	278.576833E-9
879.645943E+0	4.620000E-9	4.063964E-6	78.000000E-3	316.989212E-9
980.176908E+0	4.590000E-9	4.499012E-6	77.000000E-3	346.423925E-9
1.093274E+3	4.570000E-9	4.996263E-6	78.000000E-3	389.708537E-9
1.218938E+3	4.550000E-9	5.546168E-6	79.000000E-3	438.147246E-9
1.357168E+3	4.530000E-9	6.147971E-6	80.000000E-3	491.837693E-9
1.514248E+3	4.500000E-9	6.814114E-6	82.000000E-3	558.757386E-9
1.683894E+3	4.480000E-9	7.543844E-6	83.000000E-3	626.139019E-9
1.878672E+3	4.460000E-9	8.378879E-6	85.000000E-3	712.204709E-9
2.092301E+3	4.430000E-9	9.268892E-6	86.000000E-3	797.124723E-9
2.331062E+3	4.410000E-9	10.279982E-6	87.000000E-3	894.358461E-9
2.601239E+3	4.390000E-9	11.419438E-6	89.000000E-3	1.016330E-6
2.896548E+3	4.370000E-9	12.657917E-6	92.000000E-3	1.164528E-6
3.229557E+3	4.300000E-9	13.887096E-6	93.000000E-3	1.291500E-6
3.593982E+3	4.300000E-9	15.454123E-6	96.000000E-3	1.483596E-6
4.008672E+3	4.300000E-9	17.237291E-6	99.000000E-3	1.706492E-6
4.467345E+3	4.280000E-9	19.120236E-6	103.000000E-3	1.969384E-6
4.976283E+3	4.260000E-9	21.198965E-6	107.000000E-3	2.268289E-6
5.541769E+3	4.240000E-9	23.497102E-6	112.000000E-3	2.631675E-6
6.176371E+3	4.220000E-9	26.064286E-6	117.000000E-3	3.049521E-6
6.886371E+3	4.190000E-9	28.853895E-6	123.000000E-3	3.549029E-6
7.671769E+3	4.170000E-9	31.991278E-6	130.000000E-3	4.158866E-6
8.545132E+3	4.140000E-9	35.376847E-6	138.000000E-3	4.882005E-6
9.525309E+3	4.120000E-9	39.244273E-6	147.000000E-3	5.768908E-6
10.612300E+3	4.090000E-9	43.404307E-6	156.000000E-3	6.771072E-6
11.824955E+3	4.050000E-9	47.891067E-6	167.000000E-3	7.997808E-6
13.175840E+3	4.020000E-9	52.966875E-6	180.000000E-3	9.534038E-6
14.683804E+3	3.980000E-9	58.441540E-6	193.000000E-3	11.279217E-6
16.361415E+3	3.930000E-9	64.300359E-6	208.000000E-3	13.374475E-6
18.227521E+3	3.880000E-9	70.722780E-6	224.000000E-3	15.841903E-6
20.313538E+3	3.820000E-9	77.597716E-6	242.000000E-3	18.778647E-6
22.632033E+3	3.760000E-9	85.096446E-6	262.000000E-3	22.295269E-6
25.220706E+3	3.680000E-9	92.812197E-6	283.000000E-3	26.265852E-6
28.098405E+3	3.600000E-9	101.154257E-6	305.000000E-3	30.852048E-6
31.309112E+3	3.510000E-9	109.894984E-6	328.000000E-3	36.045555E-6
34.890528E+3	3.410000E-9	118.976701E-6	353.000000E-3	41.998775E-6
38.874067E+3	3.300000E-9	128.284423E-6	375.700000E-3	48.196458E-6
43.316280E+3	3.190000E-9	138.178932E-6	401.600000E-3	55.492659E-6
48.267430E+3	3.070000E-9	148.181009E-6	427.200000E-3	63.302927E-6
53.784066E+3	2.946000E-9	158.447859E-6	452.600000E-3	71.713501E-6
59.929021E+3	2.821000E-9	169.059770E-6	477.400000E-3	80.709134E-6
66.777693E+3	2.695000E-9	179.965884E-6	501.000000E-3	90.162908E-6
74.405480E+3	2.570000E-9	191.222085E-6	523.500000E-3	100.104761E-6
82.906630E+3	2.447000E-9	202.872524E-6	544.400000E-3	110.443802E-6
92.381674E+3	2.328000E-9	215.064536E-6	564.000000E-3	121.296398E-6
102.937425E+3	2.213000E-9	227.800521E-6	581.800000E-3	132.534343E-6
114.699548E+3	2.102000E-9	241.098449E-6	597.700000E-3	144.104543E-6
127.806272E+3	1.996000E-9	255.101320E-6	611.700000E-3	156.045477E-6
142.408395E+3	1.894000E-9	269.721500E-6	623.300000E-3	168.117411E-6
158.681845E+3	1.797000E-9	285.151275E-6	632.400000E-3	180.329667E-6
176.815118E+3	1.706000E-9	301.646591E-6	638.400000E-3	192.571184E-6
197.021842E+3	1.621000E-9	319.372405E-6	640.700000E-3	204.621900E-6
219.534495E+3	1.542000E-9	338.522191E-6	639.200000E-3	216.383384E-6
244.616970E+3	1.469000E-9	359.342329E-6	633.500000E-3	227.643366E-6
272.570862E+3	1.403000E-9	382.416919E-6	623.000000E-3	238.245741E-6
303.716611E+3	1.344000E-9	408.195126E-6	608.600000E-3	248.427553E-6
338.418644E+3	1.291000E-9	436.898469E-6	590.100000E-3	257.813787E-6
377.091649E+3	1.244000E-9	469.102012E-6	568.100000E-3	266.496853E-6
420.181734E+3	1.204000E-9	505.898808E-6	543.200000E-3	274.804233E-6
468.197836E+3	1.169000E-9	547.323271E-6	516.200000E-3	282.528272E-6
521.692876E+3	1.138900E-9	594.156017E-6	487.600000E-3	289.710474E-6
581.307738E+3	1.113400E-9	647.228036E-6	458.200000E-3	296.559886E-6
647.733573E+3	1.091800E-9	707.195515E-6	428.900000E-3	303.316157E-6
721.749496E+3	1.073700E-9	774.942434E-6	400.000000E-3	309.976974E-6
804.222587E+3	1.058600E-9	851.350030E-6	372.400000E-3	317.042751E-6
896.120455E+3	1.046000E-9	937.341996E-6	346.000000E-3	324.320331E-6
998.517526E+3	1.035900E-9	1.034364E-3	321.300000E-3	332.341251E-6
1.112614E+6	1.027400E-9	1.143100E-3	298.700000E-3	341.443823E-6
1.239748E+6	1.021000E-9	1.265783E-3	276.900000E-3	350.495192E-6
1.381415E+6	1.016000E-9	1.403517E-3	258.300000E-3	362.528564E-6
1.539267E+6	1.012000E-9	1.557739E-3	241.900000E-3	376.816946E-6
1.715153E+6	1.009000E-9	1.730589E-3	227.700000E-3	394.055088E-6
1.911144E+6	1.007000E-9	1.924522E-3	215.600000E-3	414.926925E-6
2.129529E+6	1.006000E-9	2.142306E-3	205.800000E-3	440.886524E-6
2.372864E+6	1.006000E-9	2.387101E-3	198.100000E-3	472.884701E-6
2.644002E+6	1.007000E-9	2.662510E-3	192.500000E-3	512.533192E-6
2.946129E+6	1.009000E-9	2.972644E-3	189.200000E-3	562.424283E-6
3.282782E+6	1.013000E-9	3.325458E-3	188.100000E-3	625.518702E-6
3.657895E+6	1.018000E-9	3.723737E-3	189.400000E-3	705.275723E-6
4.075877E+6	1.024000E-9	4.173698E-3	193.300000E-3	806.775868E-6
4.541618E+6	1.032800E-9	4.690583E-3	199.900000E-3	937.647615E-6
5.060584E+6	1.044000E-9	5.283250E-3	209.500000E-3	1.106841E-3
5.638845E+6	1.058200E-9	5.967025E-3	222.800000E-3	1.329453E-3
6.283185E+6	1.076300E-9	6.762592E-3	240.400000E-3	1.625727E-3
