Amplitude,Capacitance,Dissipation
10.000000E-3,4.390000E-9,3.500000E-6
30.000000E-3,4.360000E-9,3.400000E-6
50.000000E-3,4.340000E-9,3.300000E-6
70.000000E-3,4.320000E-9,3.200000E-6
90.000000E-3,4.300000E-9,3.100000E-6
110.000000E-3,4.276000E-9,2.960000E-6
130.000000E-3,4.263000E-9,2.910000E-6
150.000000E-3,4.247000E-9,2.820000E-6
170.000000E-3,4.233000E-9,2.750000E-6
190.000000E-3,4.221000E-9,2.680000E-6
210.000000E-3,4.210000E-9,2.640000E-6
230.000000E-3,4.200000E-9,2.590000E-6
250.000000E-3,4.193000E-9,2.550000E-6
270.000000E-3,4.185000E-9,2.500000E-6
290.000000E-3,4.177000E-9,2.460000E-6
310.000000E-3,4.171000E-9,2.420000E-6
330.000000E-3,4.165000E-9,2.390000E-6
350.000000E-3,4.161000E-9,2.380000E-6
370.000000E-3,4.156000E-9,2.350000E-6
390.000000E-3,4.152000E-9,2.330000E-6
