Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
4.008672E+3	5.900000E-9	23.651166E-6	193.000000E-3	4.564675E-6
4.467345E+3	5.860000E-9	26.178640E-6	194.000000E-3	5.078656E-6
4.976283E+3	5.800000E-9	28.862440E-6	195.000000E-3	5.628176E-6
5.541769E+3	5.800000E-9	32.142263E-6	195.000000E-3	6.267741E-6
6.176371E+3	5.700000E-9	35.205316E-6	202.000000E-3	7.111474E-6
6.886371E+3	5.640000E-9	38.839133E-6	207.000000E-3	8.039701E-6
7.671769E+3	5.590000E-9	42.885190E-6	214.000000E-3	9.177431E-6
8.545132E+3	5.530000E-9	47.254580E-6	223.000000E-3	10.537771E-6
9.525309E+3	5.470000E-9	52.103440E-6	233.000000E-3	12.140101E-6
10.612300E+3	5.400000E-9	57.306420E-6	245.000000E-3	14.040073E-6
11.824955E+3	5.320000E-9	62.908759E-6	259.000000E-3	16.293369E-6
13.175840E+3	5.240000E-9	69.041399E-6	275.000000E-3	18.986385E-6
14.683804E+3	5.140000E-9	75.474753E-6	292.000000E-3	22.038628E-6
16.361415E+3	5.040000E-9	82.461529E-6	312.000000E-3	25.727997E-6
18.227521E+3	4.920000E-9	89.679401E-6	333.000000E-3	29.863241E-6
20.313538E+3	4.790000E-9	97.301847E-6	356.000000E-3	34.639458E-6
22.632033E+3	4.650000E-9	105.238956E-6	380.000000E-3	39.990803E-6
25.220706E+3	4.500000E-9	113.493176E-6	405.000000E-3	45.964736E-6
28.098405E+3	4.350000E-9	122.228060E-6	427.600000E-3	52.264719E-6
31.309112E+3	4.180000E-9	130.872090E-6	453.700000E-3	59.376667E-6
34.890528E+3	4.010000E-9	139.911017E-6	480.100000E-3	67.171279E-6
38.874067E+3	3.830000E-9	148.887679E-6	506.100000E-3	75.352054E-6
43.316280E+3	3.660000E-9	158.537583E-6	531.400000E-3	84.246872E-6
48.267430E+3	3.481000E-9	168.018922E-6	555.700000E-3	93.368115E-6
53.784066E+3	3.308000E-9	177.917691E-6	579.100000E-3	103.032135E-6
59.929021E+3	3.139000E-9	188.117198E-6	601.000000E-3	113.058436E-6
66.777693E+3	2.977000E-9	198.797193E-6	621.400000E-3	123.532576E-6
74.405480E+3	2.820000E-9	209.823455E-6	640.200000E-3	134.328976E-6
82.906630E+3	2.670000E-9	221.360702E-6	657.600000E-3	145.566798E-6
92.381674E+3	2.528000E-9	233.540871E-6	672.600000E-3	157.079590E-6
102.937425E+3	2.392000E-9	246.226320E-6	685.700000E-3	168.837388E-6
114.699548E+3	2.263000E-9	259.565077E-6	696.800000E-3	180.864945E-6
127.806272E+3	2.142000E-9	273.761035E-6	704.900000E-3	192.974154E-6
142.408395E+3	2.029000E-9	288.946633E-6	710.200000E-3	205.209899E-6
158.681845E+3	1.923000E-9	305.145188E-6	712.000000E-3	217.263374E-6
176.815118E+3	1.826000E-9	322.864405E-6	710.200000E-3	229.298300E-6
197.021842E+3	1.736000E-9	342.029917E-6	704.400000E-3	240.925874E-6
219.534495E+3	1.655000E-9	363.329589E-6	694.800000E-3	252.441398E-6
244.616970E+3	1.582000E-9	386.984047E-6	680.900000E-3	263.497438E-6
272.570862E+3	1.515000E-9	412.944856E-6	664.000000E-3	274.195384E-6
303.716611E+3	1.456000E-9	442.211386E-6	644.000000E-3	284.784133E-6
338.418644E+3	1.404000E-9	475.139776E-6	621.100000E-3	295.109315E-6
377.091649E+3	1.357000E-9	511.713368E-6	596.300000E-3	305.134681E-6
420.181734E+3	1.316000E-9	552.959162E-6	569.600000E-3	314.965539E-6
468.197836E+3	1.280300E-9	599.433690E-6	542.000000E-3	324.893060E-6
521.692876E+3	1.248800E-9	651.490064E-6	513.800000E-3	334.735595E-6
581.307738E+3	1.221300E-9	709.951141E-6	485.600000E-3	344.752274E-6
647.733573E+3	1.197300E-9	775.531407E-6	457.900000E-3	355.115831E-6
721.749496E+3	1.176300E-9	848.993932E-6	431.000000E-3	365.916385E-6
804.222587E+3	1.158000E-9	931.289755E-6	405.300000E-3	377.451738E-6
896.120455E+3	1.141900E-9	1.023280E-3	380.900000E-3	389.767332E-6
998.517526E+3	1.128200E-9	1.126527E-3	358.000000E-3	403.296835E-6
1.112614E+6	1.116000E-9	1.241677E-3	335.700000E-3	416.831002E-6
1.239748E+6	1.106000E-9	1.371161E-3	316.200000E-3	433.561150E-6
1.381415E+6	1.097000E-9	1.515412E-3	298.500000E-3	452.350505E-6
1.539267E+6	1.089000E-9	1.676262E-3	282.600000E-3	473.711667E-6
1.715153E+6	1.083000E-9	1.857510E-3	268.600000E-3	498.927231E-6
1.911144E+6	1.078000E-9	2.060213E-3	256.500000E-3	528.444669E-6
2.129529E+6	1.073000E-9	2.284984E-3	246.500000E-3	563.248597E-6
2.372864E+6	1.070000E-9	2.538964E-3	238.400000E-3	605.289076E-6
2.644002E+6	1.069000E-9	2.826438E-3	232.300000E-3	656.581598E-6
2.946129E+6	1.068000E-9	3.146466E-3	228.400000E-3	718.652793E-6
3.282782E+6	1.069000E-9	3.509294E-3	226.700000E-3	795.556967E-6
3.657895E+6	1.072000E-9	3.921263E-3	227.300000E-3	891.303072E-6
4.075877E+6	1.077000E-9	4.389720E-3	230.500000E-3	1.011830E-3
4.541618E+6	1.083400E-9	4.920389E-3	236.700000E-3	1.164656E-3
5.060584E+6	1.092900E-9	5.530713E-3	246.100000E-3	1.361108E-3
5.638845E+6	1.105600E-9	6.234307E-3	259.500000E-3	1.617803E-3
6.283185E+6	1.122200E-9	7.050991E-3	277.500000E-3	1.956650E-3
