Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
125.663706E+0	0.000000E+0	NaN	0.000000E+0	0.000000E+0
138.230077E+0	4.600000E-9	635.858353E-9	118.000000E-3	75.031286E-9
157.079633E+0	4.500000E-9	706.858347E-9	114.000000E-3	80.581852E-9
175.929189E+0	4.400000E-9	774.088430E-9	95.000000E-3	73.538401E-9
194.778745E+0	4.500000E-9	876.504350E-9	92.000000E-3	80.638400E-9
213.628300E+0	4.400000E-9	939.964522E-9	82.000000E-3	77.077091E-9
238.761042E+0	4.400000E-9	1.050549E-6	73.000000E-3	76.690047E-9
270.176968E+0	4.400000E-9	1.188779E-6	72.000000E-3	85.592064E-9
301.592895E+0	4.400000E-9	1.327009E-6	83.000000E-3	110.141725E-9
333.008821E+0	4.300000E-9	1.431938E-6	72.000000E-3	103.099531E-9
370.707933E+0	4.300000E-9	1.594044E-6	68.000000E-3	108.395000E-9
414.690230E+0	4.300000E-9	1.783168E-6	67.000000E-3	119.472255E-9
458.672527E+0	4.310000E-9	1.976879E-6	59.000000E-3	116.635837E-9
515.221195E+0	4.300000E-9	2.215451E-6	60.000000E-3	132.927068E-9
571.769863E+0	4.270000E-9	2.441457E-6	59.000000E-3	144.045982E-9
634.601716E+0	4.250000E-9	2.697057E-6	59.000000E-3	159.126380E-9
709.999940E+0	4.250000E-9	3.017500E-6	56.000000E-3	168.979986E-9
791.681349E+0	4.230000E-9	3.348812E-6	56.000000E-3	187.533478E-9
879.645943E+0	4.220000E-9	3.712106E-6	53.000000E-3	196.741612E-9
980.176908E+0	4.210000E-9	4.126545E-6	53.000000E-3	218.706873E-9
1.093274E+3	4.190000E-9	4.580819E-6	53.000000E-3	242.783411E-9
1.218938E+3	4.180000E-9	5.095161E-6	51.000000E-3	259.853192E-9
1.357168E+3	4.170000E-9	5.659391E-6	52.000000E-3	294.288315E-9
1.514248E+3	4.160000E-9	6.299270E-6	51.000000E-3	321.262783E-9
1.683894E+3	4.150000E-9	6.988159E-6	52.000000E-3	363.384252E-9
1.878672E+3	4.140000E-9	7.777704E-6	53.000000E-3	412.218300E-9
2.092301E+3	4.130000E-9	8.641202E-6	54.000000E-3	466.624904E-9
2.331062E+3	4.120000E-9	9.603974E-6	55.000000E-3	528.218592E-9
2.601239E+3	4.110000E-9	10.691091E-6	56.000000E-3	598.701103E-9
2.896548E+3	4.110000E-9	11.904814E-6	58.000000E-3	690.479214E-9
3.229557E+3	4.100000E-9	13.241185E-6	60.000000E-3	794.471083E-9
3.593982E+3	4.100000E-9	14.735326E-6	63.000000E-3	928.325549E-9
4.008672E+3	4.100000E-9	16.435556E-6	66.000000E-3	1.084747E-6
4.467345E+3	4.070000E-9	18.182093E-6	70.000000E-3	1.272747E-6
4.976283E+3	4.060000E-9	20.203708E-6	74.000000E-3	1.495074E-6
5.541769E+3	4.050000E-9	22.444166E-6	79.000000E-3	1.773089E-6
6.176371E+3	4.040000E-9	24.952539E-6	85.000000E-3	2.120966E-6
6.886371E+3	4.030000E-9	27.752076E-6	92.000000E-3	2.553191E-6
7.671769E+3	4.020000E-9	30.840512E-6	99.000000E-3	3.053211E-6
8.545132E+3	4.000000E-9	34.180528E-6	107.000000E-3	3.657317E-6
9.525309E+3	3.990000E-9	38.005983E-6	117.000000E-3	4.446700E-6
10.612300E+3	3.970000E-9	42.130831E-6	127.000000E-3	5.350616E-6
11.824955E+3	3.940000E-9	46.590322E-6	139.000000E-3	6.476055E-6
13.175840E+3	3.920000E-9	51.649291E-6	152.000000E-3	7.850692E-6
14.683804E+3	3.890000E-9	57.119998E-6	166.000000E-3	9.481920E-6
16.361415E+3	3.850000E-9	62.991446E-6	182.000000E-3	11.464443E-6
18.227521E+3	3.810000E-9	69.446853E-6	199.000000E-3	13.819924E-6
20.313538E+3	3.760000E-9	76.378903E-6	218.000000E-3	16.650601E-6
22.632033E+3	3.700000E-9	83.738524E-6	238.000000E-3	19.929769E-6
25.220706E+3	3.640000E-9	91.803369E-6	260.000000E-3	23.868876E-6
28.098405E+3	3.560000E-9	100.030321E-6	283.000000E-3	28.308581E-6
31.309112E+3	3.480000E-9	108.955711E-6	308.000000E-3	33.558359E-6
34.890528E+3	3.380000E-9	117.929985E-6	334.000000E-3	39.388615E-6
38.874067E+3	3.280000E-9	127.506941E-6	358.300000E-3	45.685737E-6
43.316280E+3	3.170000E-9	137.312606E-6	385.200000E-3	52.892816E-6
48.267430E+3	3.055000E-9	147.456997E-6	412.400000E-3	60.811266E-6
53.784066E+3	2.933000E-9	157.748666E-6	439.300000E-3	69.298989E-6
59.929021E+3	2.933000E-9	175.771820E-6	439.300000E-3	77.216561E-6
66.777693E+3	2.683000E-9	179.164552E-6	490.800000E-3	87.933962E-6
74.405480E+3	2.559000E-9	190.403624E-6	514.600000E-3	97.981705E-6
82.906630E+3	2.435000E-9	201.877644E-6	537.300000E-3	108.468858E-6
92.381674E+3	2.317000E-9	214.048338E-6	557.700000E-3	119.374758E-6
102.937425E+3	2.201000E-9	226.565272E-6	576.800000E-3	130.682849E-6
114.699548E+3	2.090000E-9	239.722055E-6	594.100000E-3	142.418873E-6
127.806272E+3	1.983000E-9	253.439838E-6	609.400000E-3	154.446237E-6
142.408395E+3	1.881000E-9	267.870191E-6	622.300000E-3	166.695620E-6
158.681845E+3	1.784000E-9	283.088411E-6	632.800000E-3	179.138347E-6
176.815118E+3	1.693000E-9	299.347994E-6	640.200000E-3	191.642586E-6
197.021842E+3	1.607000E-9	316.614100E-6	644.100000E-3	203.931142E-6
219.534495E+3	1.527000E-9	335.229173E-6	644.100000E-3	215.921111E-6
244.616970E+3	1.454000E-9	355.673075E-6	640.000000E-3	227.630768E-6
272.570862E+3	1.387000E-9	378.055785E-6	631.100000E-3	238.591006E-6
303.716611E+3	1.327000E-9	403.031943E-6	618.100000E-3	249.114044E-6
338.418644E+3	1.273000E-9	430.806934E-6	601.200000E-3	259.001128E-6
377.091649E+3	1.273000E-9	480.037670E-6	601.200000E-3	288.598647E-6
420.181734E+3	1.185000E-9	497.915355E-6	556.800000E-3	277.239270E-6
468.197836E+3	1.149900E-9	538.380692E-6	530.700000E-3	285.718633E-6
521.692876E+3	1.119300E-9	583.930836E-6	503.100000E-3	293.775604E-6
581.307738E+3	1.093300E-9	635.543750E-6	474.800000E-3	301.756173E-6
647.733573E+3	1.071200E-9	693.852204E-6	446.400000E-3	309.735624E-6
721.749496E+3	1.052700E-9	759.785695E-6	418.500000E-3	317.970313E-6
