Amplitude,Capacitance,Dissipation
10.000000E-3,2.840000E-9,97.800000E-6
30.000000E-3,2.835000E-9,96.900000E-6
50.000000E-3,2.830000E-9,96.200000E-6
70.000000E-3,2.829000E-9,95.200000E-6
90.000000E-3,2.826000E-9,94.500000E-6
110.000000E-3,2.823000E-9,93.800000E-6
130.000000E-3,2.821000E-9,93.500000E-6
150.000000E-3,2.818000E-9,93.000000E-6
170.000000E-3,2.816000E-9,92.500000E-6
190.000000E-3,2.814000E-9,92.100000E-6
210.000000E-3,2.811000E-9,91.800000E-6
230.000000E-3,2.809000E-9,91.500000E-6
250.000000E-3,2.809000E-9,91.200000E-6
270.000000E-3,2.808000E-9,90.900000E-6
290.000000E-3,2.807000E-9,90.600000E-6
310.000000E-3,2.806000E-9,90.400000E-6
330.000000E-3,2.806000E-9,90.200000E-6
350.000000E-3,2.804000E-9,90.200000E-6
370.000000E-3,2.804000E-9,89.900000E-6
390.000000E-3,2.804000E-9,89.700000E-6
