Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
125.663706E+0	0.000000E+0	NaN	0.000000E+0	0.000000E+0
138.230077E+0	7.400000E-9	1.022903E-6	125.000000E-3	127.862821E-9
157.079633E+0	7.100000E-9	1.115265E-6	139.000000E-3	155.021889E-9
175.929189E+0	7.100000E-9	1.249097E-6	141.000000E-3	176.122711E-9
194.778745E+0	7.100000E-9	1.382929E-6	149.000000E-3	206.056434E-9
213.628300E+0	7.000000E-9	1.495398E-6	143.000000E-3	213.841929E-9
238.761042E+0	7.000000E-9	1.671327E-6	158.000000E-3	264.069712E-9
270.176968E+0	7.000000E-9	1.891239E-6	158.000000E-3	298.815727E-9
301.592895E+0	6.800000E-9	2.050832E-6	157.000000E-3	321.980574E-9
333.008821E+0	6.700000E-9	2.231159E-6	162.000000E-3	361.447775E-9
370.707933E+0	6.600000E-9	2.446672E-6	166.000000E-3	406.147612E-9
414.690230E+0	6.500000E-9	2.695486E-6	174.000000E-3	469.014650E-9
458.672527E+0	6.420000E-9	2.944678E-6	169.000000E-3	497.650519E-9
515.221195E+0	6.320000E-9	3.256198E-6	178.000000E-3	579.603236E-9
571.769863E+0	6.240000E-9	3.567844E-6	180.000000E-3	642.211910E-9
634.601716E+0	6.140000E-9	3.896455E-6	182.000000E-3	709.154726E-9
709.999940E+0	6.050000E-9	4.295500E-6	183.000000E-3	786.076433E-9
791.681349E+0	5.970000E-9	4.726338E-6	183.000000E-3	864.919790E-9
879.645943E+0	5.870000E-9	5.163522E-6	185.000000E-3	955.251512E-9
980.176908E+0	5.780000E-9	5.665423E-6	184.000000E-3	1.042438E-6
1.093274E+3	5.700000E-9	6.231663E-6	183.000000E-3	1.140394E-6
1.218938E+3	5.620000E-9	6.850431E-6	181.000000E-3	1.239928E-6
1.357168E+3	5.540000E-9	7.518711E-6	178.000000E-3	1.338331E-6
1.514248E+3	5.470000E-9	8.282935E-6	175.000000E-3	1.449514E-6
1.683894E+3	5.410000E-9	9.109865E-6	173.000000E-3	1.576007E-6
1.878672E+3	5.350000E-9	10.050897E-6	170.000000E-3	1.708653E-6
2.092301E+3	5.290000E-9	11.068271E-6	168.000000E-3	1.859469E-6
2.331062E+3	5.240000E-9	12.214764E-6	165.000000E-3	2.015436E-6
2.601239E+3	5.200000E-9	13.526441E-6	163.000000E-3	2.204810E-6
2.896548E+3	5.100000E-9	14.772397E-6	162.000000E-3	2.393128E-6
3.229557E+3	5.100000E-9	16.470742E-6	161.000000E-3	2.651789E-6
3.593982E+3	5.100000E-9	18.329308E-6	161.000000E-3	2.951019E-6
4.008672E+3	5.000000E-9	20.043361E-6	162.000000E-3	3.247025E-6
4.467345E+3	4.980000E-9	22.247377E-6	164.000000E-3	3.648570E-6
4.976283E+3	4.940000E-9	24.582837E-6	166.000000E-3	4.080751E-6
5.541769E+3	4.900000E-9	27.154670E-6	170.000000E-3	4.616294E-6
6.176371E+3	4.870000E-9	30.078928E-6	175.000000E-3	5.263812E-6
6.886371E+3	4.820000E-9	33.192309E-6	181.000000E-3	6.007808E-6
7.671769E+3	4.780000E-9	36.671057E-6	187.000000E-3	6.857488E-6
8.545132E+3	4.730000E-9	40.418474E-6	195.000000E-3	7.881603E-6
9.525309E+3	4.690000E-9	44.673699E-6	205.000000E-3	9.158108E-6
10.612300E+3	4.630000E-9	49.134949E-6	216.000000E-3	10.613149E-6
11.824955E+3	4.570000E-9	54.040043E-6	228.000000E-3	12.321130E-6
13.175840E+3	4.510000E-9	59.423037E-6	241.000000E-3	14.320952E-6
14.683804E+3	4.440000E-9	65.196090E-6	256.000000E-3	16.690199E-6
16.361415E+3	4.370000E-9	71.499382E-6	273.000000E-3	19.519331E-6
18.227521E+3	4.280000E-9	78.013788E-6	291.000000E-3	22.702012E-6
20.313538E+3	4.190000E-9	85.113725E-6	310.000000E-3	26.385255E-6
22.632033E+3	4.090000E-9	92.565017E-6	331.000000E-3	30.639021E-6
25.220706E+3	3.980000E-9	100.378409E-6	353.000000E-3	35.433578E-6
28.098405E+3	3.870000E-9	108.740826E-6	375.000000E-3	40.777810E-6
31.309112E+3	3.740000E-9	117.096080E-6	399.000000E-3	46.721336E-6
34.890528E+3	3.610000E-9	125.954806E-6	421.100000E-3	53.039569E-6
38.874067E+3	3.470000E-9	134.893014E-6	445.500000E-3	60.094838E-6
43.316280E+3	3.330000E-9	144.243211E-6	469.600000E-3	67.736612E-6
48.267430E+3	3.191000E-9	154.021368E-6	493.500000E-3	76.009545E-6
53.784066E+3	3.049000E-9	163.987618E-6	516.400000E-3	84.683206E-6
59.929021E+3	2.908000E-9	174.273594E-6	538.300000E-3	93.811476E-6
66.777693E+3	2.770000E-9	184.974211E-6	559.000000E-3	103.400584E-6
74.405480E+3	2.635000E-9	196.058441E-6	578.500000E-3	113.419808E-6
82.906630E+3	2.504000E-9	207.598202E-6	596.900000E-3	123.915367E-6
92.381674E+3	2.379000E-9	219.776001E-6	612.900000E-3	134.700711E-6
102.937425E+3	2.258000E-9	232.432705E-6	627.500000E-3	145.851523E-6
114.699548E+3	2.143000E-9	245.801131E-6	640.200000E-3	157.361884E-6
127.806272E+3	2.033000E-9	259.830152E-6	650.800000E-3	169.097463E-6
142.408395E+3	1.929000E-9	274.705794E-6	658.900000E-3	181.003648E-6
158.681845E+3	1.831000E-9	290.546458E-6	664.100000E-3	192.951903E-6
176.815118E+3	1.739000E-9	307.481490E-6	666.000000E-3	204.782672E-6
197.021842E+3	1.653000E-9	325.677104E-6	663.900000E-3	216.217030E-6
219.534495E+3	1.575000E-9	345.766829E-6	658.200000E-3	227.583727E-6
244.616970E+3	1.503000E-9	367.659306E-6	647.900000E-3	238.206465E-6
272.570862E+3	1.439000E-9	392.229470E-6	633.600000E-3	248.516592E-6
303.716611E+3	1.381000E-9	419.432640E-6	615.700000E-3	258.244677E-6
338.418644E+3	1.330000E-9	450.096796E-6	594.300000E-3	267.492526E-6
377.091649E+3	1.285000E-9	484.562769E-6	570.100000E-3	276.249235E-6
420.181734E+3	1.246000E-9	523.546441E-6	543.300000E-3	284.442781E-6
468.197836E+3	1.212000E-9	567.455778E-6	515.200000E-3	292.353217E-6
521.692876E+3	1.182700E-9	617.006165E-6	486.100000E-3	299.926697E-6
581.307738E+3	1.157800E-9	673.038099E-6	456.600000E-3	307.309196E-6
647.733573E+3	1.136400E-9	736.084433E-6	427.600000E-3	314.749703E-6
721.749496E+3	1.118500E-9	807.276812E-6	399.300000E-3	322.345631E-6
804.222587E+3	1.103300E-9	887.298780E-6	372.300000E-3	330.341336E-6
896.120455E+3	1.090600E-9	977.308968E-6	346.800000E-3	338.930750E-6
998.517526E+3	1.080100E-9	1.078499E-3	323.000000E-3	348.355106E-6
1.112614E+6	1.071200E-9	1.191832E-3	301.200000E-3	358.979797E-6
1.239748E+6	1.064000E-9	1.319092E-3	280.300000E-3	369.741410E-6
1.381415E+6	1.058000E-9	1.461537E-3	262.600000E-3	383.799590E-6
1.539267E+6	1.054000E-9	1.622388E-3	247.100000E-3	400.892010E-6
1.715153E+6	1.050000E-9	1.800910E-3	233.500000E-3	420.512516E-6
1.911144E+6	1.048000E-9	2.002879E-3	222.100000E-3	444.839385E-6
2.129529E+6	1.046000E-9	2.227487E-3	212.900000E-3	474.231960E-6
2.372864E+6	1.046000E-9	2.482016E-3	205.800000E-3	510.798793E-6
2.644002E+6	1.047000E-9	2.768270E-3	200.800000E-3	555.868651E-6
2.946129E+6	1.048000E-9	3.087543E-3	198.100000E-3	611.642315E-6
3.282782E+6	1.051000E-9	3.450204E-3	197.700000E-3	682.105330E-6
3.657895E+6	1.056000E-9	3.862737E-3	199.600000E-3	771.002236E-6
4.075877E+6	1.062000E-9	4.328582E-3	204.100000E-3	883.463497E-6
4.541618E+6	1.070300E-9	4.860894E-3	211.400000E-3	1.027593E-3
5.060584E+6	1.081200E-9	5.471504E-3	222.000000E-3	1.214674E-3
5.638845E+6	1.095400E-9	6.176790E-3	236.300000E-3	1.459576E-3
6.283185E+6	1.113400E-9	6.995699E-3	255.200000E-3	1.785302E-3
