Amplitude,Capacitance,Dissipation
10.000000E-3,1.115900E-9,317.600000E-6
30.000000E-3,1.114800E-9,316.300000E-6
50.000000E-3,1.113700E-9,315.200000E-6
70.000000E-3,1.114100E-9,313.100000E-6
90.000000E-3,1.113300E-9,312.200000E-6
110.000000E-3,1.112500E-9,311.400000E-6
130.000000E-3,1.112000E-9,310.800000E-6
150.000000E-3,1.111400E-9,310.100000E-6
170.000000E-3,1.110800E-9,309.400000E-6
190.000000E-3,1.110200E-9,308.800000E-6
210.000000E-3,1.109700E-9,308.300000E-6
230.000000E-3,1.109400E-9,307.700000E-6
250.000000E-3,1.109000E-9,307.400000E-6
270.000000E-3,1.108600E-9,307.000000E-6
290.000000E-3,1.108300E-9,306.600000E-6
310.000000E-3,1.108100E-9,306.200000E-6
330.000000E-3,1.107900E-9,305.800000E-6
350.000000E-3,1.107700E-9,305.600000E-6
370.000000E-3,1.107500E-9,305.400000E-6
390.000000E-3,1.107400E-9,305.100000E-6
