Amplitude,Capacitance,Dissipation
10.000000E-3,5.320000E-9,5.700000E-6
30.000000E-3,5.240000E-9,5.600000E-6
50.000000E-3,5.160000E-9,5.500000E-6
70.000000E-3,5.090000E-9,5.400000E-6
90.000000E-3,5.030000E-9,5.200000E-6
110.000000E-3,4.964000E-9,5.100000E-6
130.000000E-3,4.921000E-9,5.010000E-6
150.000000E-3,4.870000E-9,4.870000E-6
170.000000E-3,4.822000E-9,4.740000E-6
190.000000E-3,4.778000E-9,4.610000E-6
210.000000E-3,4.738000E-9,4.510000E-6
230.000000E-3,4.700000E-9,4.390000E-6
250.000000E-3,4.673000E-9,4.300000E-6
270.000000E-3,4.641000E-9,4.190000E-6
290.000000E-3,4.610000E-9,4.090000E-6
310.000000E-3,4.583000E-9,4.000000E-6
330.000000E-3,4.557000E-9,3.900000E-6
350.000000E-3,4.536000E-9,3.860000E-6
370.000000E-3,4.514000E-9,3.780000E-6
390.000000E-3,4.492000E-9,3.700000E-6
