Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
125.663706E+0	0.000000E+0	NaN	0.000000E+0	0.000000E+0
138.230077E+0	7.300000E-9	1.009080E-6	133.000000E-3	134.207582E-9
157.079633E+0	7.200000E-9	1.130973E-6	129.000000E-3	145.895563E-9
175.929189E+0	7.200000E-9	1.266690E-6	129.000000E-3	163.403030E-9
194.778745E+0	7.100000E-9	1.382929E-6	135.000000E-3	186.695427E-9
213.628300E+0	7.000000E-9	1.495398E-6	152.000000E-3	227.300512E-9
238.761042E+0	7.000000E-9	1.671327E-6	150.000000E-3	250.699094E-9
270.176968E+0	6.900000E-9	1.864221E-6	157.000000E-3	292.682710E-9
301.592895E+0	6.800000E-9	2.050832E-6	155.000000E-3	317.878911E-9
333.008821E+0	6.600000E-9	2.197858E-6	160.000000E-3	351.657315E-9
370.707933E+0	6.500000E-9	2.409602E-6	167.000000E-3	402.403461E-9
414.690230E+0	6.500000E-9	2.695486E-6	163.000000E-3	439.364299E-9
458.672527E+0	6.370000E-9	2.921744E-6	164.000000E-3	479.166016E-9
515.221195E+0	6.260000E-9	3.225285E-6	161.000000E-3	519.270834E-9
571.769863E+0	6.170000E-9	3.527820E-6	159.000000E-3	560.923389E-9
634.601716E+0	6.080000E-9	3.858378E-6	158.000000E-3	609.623792E-9
709.999940E+0	5.990000E-9	4.252900E-6	154.000000E-3	654.946544E-9
791.681349E+0	5.940000E-9	4.702587E-6	151.000000E-3	710.090669E-9
879.645943E+0	5.860000E-9	5.154725E-6	147.000000E-3	757.744608E-9
980.176908E+0	5.810000E-9	5.694828E-6	143.000000E-3	814.360380E-9
1.093274E+3	5.760000E-9	6.297260E-6	139.000000E-3	875.319090E-9
1.218938E+3	5.700000E-9	6.947946E-6	135.000000E-3	937.972752E-9
1.357168E+3	5.660000E-9	7.681571E-6	132.000000E-3	1.013967E-6
1.514248E+3	5.620000E-9	8.510072E-6	128.000000E-3	1.089289E-6
1.683894E+3	5.590000E-9	9.412966E-6	126.000000E-3	1.186034E-6
1.878672E+3	5.550000E-9	10.426632E-6	124.000000E-3	1.292902E-6
2.092301E+3	5.520000E-9	11.549500E-6	122.000000E-3	1.409039E-6
2.331062E+3	5.490000E-9	12.797529E-6	122.000000E-3	1.561299E-6
2.601239E+3	5.500000E-9	14.306813E-6	122.000000E-3	1.745431E-6
2.896548E+3	5.400000E-9	15.641362E-6	123.000000E-3	1.923887E-6
3.229557E+3	5.400000E-9	17.439609E-6	125.000000E-3	2.179951E-6
3.593982E+3	5.400000E-9	19.407503E-6	127.000000E-3	2.464753E-6
4.008672E+3	5.400000E-9	21.646830E-6	131.000000E-3	2.835735E-6
4.467345E+3	5.330000E-9	23.810948E-6	136.000000E-3	3.238289E-6
4.976283E+3	5.300000E-9	26.374299E-6	142.000000E-3	3.745150E-6
5.541769E+3	5.260000E-9	29.149707E-6	149.000000E-3	4.343306E-6
6.176371E+3	5.230000E-9	32.302421E-6	157.000000E-3	5.071480E-6
6.886371E+3	5.190000E-9	35.740266E-6	166.000000E-3	5.932884E-6
7.671769E+3	5.140000E-9	39.432894E-6	177.000000E-3	6.979622E-6
8.545132E+3	5.090000E-9	43.494722E-6	189.000000E-3	8.220502E-6
9.525309E+3	5.040000E-9	48.007557E-6	202.000000E-3	9.697527E-6
10.612300E+3	4.980000E-9	52.849254E-6	216.000000E-3	11.415439E-6
11.824955E+3	4.910000E-9	58.060528E-6	232.000000E-3	13.470042E-6
13.175840E+3	4.830000E-9	63.639305E-6	250.000000E-3	15.909826E-6
14.683804E+3	4.740000E-9	69.601231E-6	268.000000E-3	18.653130E-6
16.361415E+3	4.650000E-9	76.080578E-6	288.000000E-3	21.911206E-6
18.227521E+3	4.540000E-9	82.752943E-6	310.000000E-3	25.653412E-6
20.313538E+3	4.430000E-9	89.988974E-6	332.000000E-3	29.876339E-6
22.632033E+3	4.300000E-9	97.317744E-6	356.000000E-3	34.645117E-6
25.220706E+3	4.170000E-9	105.170343E-6	380.000000E-3	39.964730E-6
28.098405E+3	4.030000E-9	113.236571E-6	406.000000E-3	45.974048E-6
31.309112E+3	3.880000E-9	121.479356E-6	428.400000E-3	52.041756E-6
34.890528E+3	3.730000E-9	130.141669E-6	454.100000E-3	59.097332E-6
38.874067E+3	3.580000E-9	139.169162E-6	479.300000E-3	66.703779E-6
43.316280E+3	3.420000E-9	148.141676E-6	504.100000E-3	74.678219E-6
48.267430E+3	3.263000E-9	157.496623E-6	527.900000E-3	83.142467E-6
53.784066E+3	3.107000E-9	167.107094E-6	550.600000E-3	92.009166E-6
59.929021E+3	2.956000E-9	177.150187E-6	572.000000E-3	101.329907E-6
66.777693E+3	2.808000E-9	187.511763E-6	592.100000E-3	111.025715E-6
74.405480E+3	2.666000E-9	198.365011E-6	610.600000E-3	121.121676E-6
82.906630E+3	2.530000E-9	209.753774E-6	627.800000E-3	131.683419E-6
92.381674E+3	2.400000E-9	221.716017E-6	642.800000E-3	142.519055E-6
102.937425E+3	2.275000E-9	234.182642E-6	656.200000E-3	153.670649E-6
114.699548E+3	2.157000E-9	247.406925E-6	667.800000E-3	165.218344E-6
127.806272E+3	2.044000E-9	261.236021E-6	677.100000E-3	176.882910E-6
142.408395E+3	1.938000E-9	275.987469E-6	683.800000E-3	188.720232E-6
158.681845E+3	1.839000E-9	291.815913E-6	687.700000E-3	200.681803E-6
176.815118E+3	1.746000E-9	308.719196E-6	688.200000E-3	212.460550E-6
197.021842E+3	1.660000E-9	327.056257E-6	685.100000E-3	224.066242E-6
219.534495E+3	1.581000E-9	347.084036E-6	678.200000E-3	235.392393E-6
244.616970E+3	1.509000E-9	369.127008E-6	667.200000E-3	246.281540E-6
272.570862E+3	1.444000E-9	393.592324E-6	652.300000E-3	256.740273E-6
303.716611E+3	1.386000E-9	420.951223E-6	633.900000E-3	266.840980E-6
338.418644E+3	1.334000E-9	451.450471E-6	612.300000E-3	276.423123E-6
377.091649E+3	1.288000E-9	485.694044E-6	587.900000E-3	285.539529E-6
420.181734E+3	1.248000E-9	524.386804E-6	561.200000E-3	294.285875E-6
468.197836E+3	1.213800E-9	568.298534E-6	532.900000E-3	302.846289E-6
521.692876E+3	1.183500E-9	617.423519E-6	503.700000E-3	310.996226E-6
581.307738E+3	1.157500E-9	672.863707E-6	474.100000E-3	319.004684E-6
647.733573E+3	1.135300E-9	735.371926E-6	444.800000E-3	327.093433E-6
721.749496E+3	1.116400E-9	805.761138E-6	416.100000E-3	335.277209E-6
804.222587E+3	1.100200E-9	884.805690E-6	388.700000E-3	343.923972E-6
896.120455E+3	1.086600E-9	973.724486E-6	362.700000E-3	353.169871E-6
998.517526E+3	1.075400E-9	1.073806E-3	338.200000E-3	363.161104E-6
1.112614E+6	1.065600E-9	1.185601E-3	315.900000E-3	374.531469E-6
1.239748E+6	1.058000E-9	1.311653E-3	294.200000E-3	385.888382E-6
1.381415E+6	1.052000E-9	1.453248E-3	275.800000E-3	400.805911E-6
1.539267E+6	1.047000E-9	1.611613E-3	259.500000E-3	418.213539E-6
1.715153E+6	1.043000E-9	1.788904E-3	245.300000E-3	438.818168E-6
1.911144E+6	1.040000E-9	1.987590E-3	233.200000E-3	463.505910E-6
2.129529E+6	1.038000E-9	2.210451E-3	223.400000E-3	493.814679E-6
2.372864E+6	1.037000E-9	2.460660E-3	215.900000E-3	531.256438E-6
2.644002E+6	1.037000E-9	2.741830E-3	210.500000E-3	577.155247E-6
2.946129E+6	1.039000E-9	3.061028E-3	207.300000E-3	634.551120E-6
3.282782E+6	1.041000E-9	3.417376E-3	206.500000E-3	705.688181E-6
3.657895E+6	1.045000E-9	3.822500E-3	208.200000E-3	795.844461E-6
4.075877E+6	1.051000E-9	4.283747E-3	212.500000E-3	910.296219E-6
4.541618E+6	1.059200E-9	4.810482E-3	219.800000E-3	1.057344E-3
5.060584E+6	1.069500E-9	5.412295E-3	230.400000E-3	1.246993E-3
5.638845E+6	1.083000E-9	6.106869E-3	245.000000E-3	1.496183E-3
6.283185E+6	1.100100E-9	6.912132E-3	264.100000E-3	1.825494E-3
