Amplitude,Capacitance,Dissipation
10.000000E-3,1.022000E-9,451.000000E-6
30.000000E-3,1.022000E-9,449.000000E-6
50.000000E-3,1.022000E-9,447.000000E-6
70.000000E-3,1.022000E-9,443.000000E-6
90.000000E-3,1.022000E-9,441.000000E-6
110.000000E-3,1.022000E-9,439.000000E-6
130.000000E-3,1.021000E-9,438.000000E-6
150.000000E-3,1.021000E-9,437.000000E-6
170.000000E-3,1.021000E-9,436.000000E-6
190.000000E-3,1.021000E-9,434.000000E-6
210.000000E-3,1.021000E-9,434.000000E-6
230.000000E-3,1.020000E-9,434.000000E-6
250.000000E-3,1.021000E-9,433.000000E-6
270.000000E-3,1.020000E-9,432.000000E-6
290.000000E-3,1.020000E-9,431.000000E-6
310.000000E-3,1.020300E-9,430.000000E-6
330.000000E-3,1.020200E-9,429.000000E-6
350.000000E-3,1.020000E-9,430.000000E-6
370.000000E-3,1.019900E-9,430.000000E-6
390.000000E-3,1.019900E-9,429.000000E-6
