Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
125.663706E+0	5.600000E-9	703.716754E-9	131.000000E-3	92.186895E-9
138.230077E+0	5.700000E-9	787.911438E-9	103.000000E-3	81.154878E-9
157.079633E+0	5.700000E-9	895.353906E-9	100.000000E-3	89.535391E-9
175.929189E+0	5.500000E-9	967.610537E-9	134.000000E-3	129.659812E-9
194.778745E+0	5.400000E-9	1.051805E-6	112.000000E-3	117.802185E-9
213.628300E+0	5.400000E-9	1.153593E-6	105.000000E-3	121.127246E-9
238.761042E+0	5.400000E-9	1.289310E-6	114.000000E-3	146.981297E-9
270.176968E+0	5.400000E-9	1.458956E-6	101.000000E-3	147.354518E-9
301.592895E+0	5.300000E-9	1.598442E-6	88.000000E-3	140.662926E-9
333.008821E+0	5.300000E-9	1.764947E-6	87.000000E-3	153.550367E-9
370.707933E+0	5.300000E-9	1.964752E-6	86.000000E-3	168.968676E-9
414.690230E+0	5.200000E-9	2.156389E-6	90.000000E-3	194.075028E-9
458.672527E+0	5.270000E-9	2.417204E-6	81.000000E-3	195.793542E-9
515.221195E+0	5.230000E-9	2.694607E-6	83.000000E-3	223.652369E-9
571.769863E+0	5.210000E-9	2.978921E-6	80.000000E-3	238.313679E-9
634.601716E+0	5.190000E-9	3.293583E-6	80.000000E-3	263.486632E-9
709.999940E+0	5.170000E-9	3.670700E-6	79.000000E-3	289.985275E-9
791.681349E+0	5.140000E-9	4.069242E-6	79.000000E-3	321.470128E-9
879.645943E+0	5.120000E-9	4.503787E-6	81.000000E-3	364.806765E-9
980.176908E+0	5.100000E-9	4.998902E-6	83.000000E-3	414.908885E-9
1.093274E+3	5.080000E-9	5.553833E-6	83.000000E-3	460.968152E-9
1.218938E+3	5.060000E-9	6.167826E-6	85.000000E-3	524.265212E-9
1.357168E+3	5.030000E-9	6.826555E-6	87.000000E-3	593.910300E-9
1.514248E+3	5.010000E-9	7.586381E-6	90.000000E-3	682.774269E-9
1.683894E+3	4.980000E-9	8.385790E-6	92.000000E-3	771.492720E-9
1.878672E+3	4.950000E-9	9.299428E-6	96.000000E-3	892.745128E-9
2.092301E+3	4.930000E-9	10.315042E-6	99.000000E-3	1.021189E-6
2.331062E+3	4.900000E-9	11.422203E-6	103.000000E-3	1.176487E-6
2.601239E+3	4.870000E-9	12.668033E-6	107.000000E-3	1.355479E-6
2.896548E+3	4.800000E-9	13.903432E-6	111.000000E-3	1.543281E-6
3.229557E+3	4.800000E-9	15.501875E-6	115.000000E-3	1.782716E-6
3.593982E+3	4.800000E-9	17.251114E-6	120.000000E-3	2.070134E-6
4.008672E+3	4.700000E-9	18.840759E-6	125.000000E-3	2.355095E-6
4.467345E+3	4.710000E-9	21.041194E-6	131.000000E-3	2.756396E-6
4.976283E+3	4.670000E-9	23.239241E-6	137.000000E-3	3.183776E-6
5.541769E+3	4.630000E-9	25.658393E-6	144.000000E-3	3.694809E-6
6.176371E+3	4.600000E-9	28.411307E-6	151.000000E-3	4.290107E-6
6.886371E+3	4.560000E-9	31.401852E-6	159.000000E-3	4.992894E-6
7.671769E+3	4.510000E-9	34.599679E-6	168.000000E-3	5.812746E-6
8.545132E+3	4.470000E-9	38.196740E-6	177.000000E-3	6.760823E-6
9.525309E+3	4.420000E-9	42.101865E-6	188.000000E-3	7.915151E-6
10.612300E+3	4.370000E-9	46.375751E-6	199.000000E-3	9.228774E-6
11.824955E+3	4.320000E-9	51.083805E-6	211.000000E-3	10.778683E-6
13.175840E+3	4.260000E-9	56.129077E-6	225.000000E-3	12.629042E-6
14.683804E+3	4.200000E-9	61.671977E-6	239.000000E-3	14.739603E-6
16.361415E+3	4.130000E-9	67.572642E-6	255.000000E-3	17.231024E-6
18.227521E+3	4.050000E-9	73.821458E-6	272.000000E-3	20.079437E-6
