Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
20.313538E+3	3.970000E-9	80.644746E-6	290.000000E-3	23.386976E-6
22.632033E+3	3.890000E-9	88.038610E-6	310.000000E-3	27.291969E-6
25.220706E+3	3.790000E-9	95.586475E-6	331.000000E-3	31.639123E-6
28.098405E+3	3.690000E-9	103.683113E-6	353.000000E-3	36.600139E-6
31.309112E+3	3.580000E-9	112.086622E-6	376.000000E-3	42.144570E-6
34.890528E+3	3.470000E-9	121.070132E-6	396.300000E-3	47.980093E-6
38.874067E+3	3.340000E-9	129.839385E-6	420.600000E-3	54.610446E-6
43.316280E+3	3.220000E-9	139.478420E-6	445.000000E-3	62.067897E-6
48.267430E+3	3.089000E-9	149.098090E-6	469.100000E-3	69.941914E-6
53.784066E+3	2.957000E-9	159.039484E-6	493.100000E-3	78.422369E-6
59.929021E+3	2.826000E-9	169.359415E-6	516.200000E-3	87.423330E-6
66.777693E+3	2.695000E-9	179.965884E-6	538.300000E-3	96.875635E-6
74.405480E+3	2.567000E-9	190.998868E-6	559.300000E-3	106.825667E-6
82.906630E+3	2.443000E-9	202.540897E-6	578.700000E-3	117.210417E-6
92.381674E+3	2.320000E-9	214.325483E-6	597.200000E-3	127.995178E-6
102.937425E+3	2.204000E-9	226.874084E-6	613.600000E-3	139.209938E-6
114.699548E+3	2.092000E-9	239.951454E-6	628.500000E-3	150.809489E-6
127.806272E+3	1.984000E-9	253.567644E-6	641.300000E-3	162.612930E-6
142.408395E+3	1.882000E-9	268.012599E-6	652.000000E-3	174.744215E-6
158.681845E+3	1.785000E-9	283.247093E-6	659.900000E-3	186.914757E-6
176.815118E+3	1.694000E-9	299.524809E-6	664.700000E-3	199.094141E-6
197.021842E+3	1.609000E-9	317.008143E-6	666.100000E-3	211.159124E-6
219.534495E+3	1.530000E-9	335.887777E-6	663.700000E-3	222.928717E-6
244.616970E+3	1.458000E-9	356.651543E-6	656.900000E-3	234.284398E-6
272.570862E+3	1.393000E-9	379.691211E-6	645.800000E-3	245.204584E-6
303.716611E+3	1.334000E-9	405.157960E-6	630.700000E-3	255.533125E-6
338.418644E+3	1.282000E-9	433.852701E-6	611.900000E-3	265.474468E-6
377.091649E+3	1.236000E-9	466.085279E-6	589.700000E-3	274.850489E-6
420.181734E+3	1.196000E-9	502.537354E-6	565.000000E-3	283.933605E-6
468.197836E+3	1.161600E-9	543.858607E-6	538.400000E-3	292.813474E-6
521.692876E+3	1.131700E-9	590.399828E-6	510.400000E-3	301.340072E-6
581.307738E+3	1.106300E-9	643.100751E-6	482.000000E-3	309.974562E-6
647.733573E+3	1.084800E-9	702.661380E-6	453.700000E-3	318.797468E-6
721.749496E+3	1.066600E-9	769.818013E-6	426.200000E-3	328.096437E-6
804.222587E+3	1.051200E-9	845.398783E-6	400.300000E-3	338.413133E-6
896.120455E+3	1.038200E-9	930.352256E-6	376.100000E-3	349.905484E-6
998.517526E+3	1.027800E-9	1.026276E-3	353.600000E-3	362.891304E-6
1.112614E+6	1.018700E-9	1.133420E-3	333.400000E-3	377.882150E-6
1.239748E+6	1.012000E-9	1.254625E-3	314.200000E-3	394.203123E-6
1.381415E+6	1.006000E-9	1.389703E-3	299.000000E-3	415.521295E-6
1.539267E+6	1.000000E-9	1.539267E-3	287.000000E-3	441.769716E-6
1.715153E+6	996.000000E-12	1.708292E-3	276.700000E-3	472.684369E-6
1.911144E+6	993.000000E-12	1.897766E-3	269.500000E-3	511.447910E-6
2.129529E+6	990.000000E-12	2.108233E-3	264.800000E-3	558.260176E-6
2.372864E+6	988.000000E-12	2.344389E-3	263.200000E-3	617.043294E-6
2.644002E+6	986.000000E-12	2.606986E-3	264.700000E-3	690.069207E-6
2.946129E+6	985.000000E-12	2.901937E-3	268.500000E-3	779.170113E-6
3.282782E+6	984.000000E-12	3.230258E-3	276.000000E-3	891.551097E-6
3.657895E+6	983.000000E-12	3.595710E-3	287.900000E-3	1.035205E-3
4.075877E+6	983.000000E-12	4.006587E-3	303.000000E-3	1.213996E-3
4.541618E+6	982.900000E-12	4.463957E-3	322.700000E-3	1.440519E-3
5.060584E+6	982.500000E-12	4.972024E-3	347.800000E-3	1.729270E-3
5.638845E+6	981.700000E-12	5.535654E-3	379.000000E-3	2.098013E-3
6.283185E+6	979.900000E-12	6.156893E-3	418.300000E-3	2.575428E-3
