Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
125.663706E+0	0.000000E+0	NaN	0.000000E+0	0.000000E+0
138.230077E+0	7.600000E-9	1.050549E-6	166.000000E-3	174.391065E-9
157.079633E+0	7.600000E-9	1.193805E-6	134.000000E-3	159.969898E-9
175.929189E+0	7.300000E-9	1.284283E-6	151.000000E-3	193.926745E-9
194.778745E+0	7.400000E-9	1.441363E-6	149.000000E-3	214.763044E-9
213.628300E+0	7.300000E-9	1.559487E-6	157.000000E-3	244.839395E-9
238.761042E+0	7.200000E-9	1.719080E-6	160.000000E-3	275.052720E-9
270.176968E+0	7.200000E-9	1.945274E-6	155.000000E-3	301.517497E-9
301.592895E+0	7.200000E-9	2.171469E-6	161.000000E-3	349.606484E-9
333.008821E+0	7.000000E-9	2.331062E-6	164.000000E-3	382.294127E-9
370.707933E+0	7.000000E-9	2.594956E-6	167.000000E-3	433.357574E-9
414.690230E+0	6.800000E-9	2.819894E-6	174.000000E-3	490.661480E-9
458.672527E+0	6.810000E-9	3.123560E-6	174.000000E-3	543.499425E-9
515.221195E+0	6.740000E-9	3.472591E-6	176.000000E-3	611.175991E-9
571.769863E+0	6.650000E-9	3.802270E-6	179.000000E-3	680.606256E-9
634.601716E+0	6.560000E-9	4.162987E-6	185.000000E-3	770.152643E-9
709.999940E+0	6.470000E-9	4.593700E-6	187.000000E-3	859.021827E-9
791.681349E+0	6.370000E-9	5.043010E-6	189.000000E-3	953.128926E-9
879.645943E+0	6.280000E-9	5.524177E-6	194.000000E-3	1.071690E-6
980.176908E+0	6.180000E-9	6.057493E-6	196.000000E-3	1.187269E-6
1.093274E+3	6.080000E-9	6.647107E-6	197.000000E-3	1.309480E-6
1.218938E+3	5.980000E-9	7.289249E-6	198.000000E-3	1.443271E-6
1.357168E+3	5.890000E-9	7.993720E-6	198.000000E-3	1.582756E-6
1.514248E+3	5.800000E-9	8.782636E-6	198.000000E-3	1.738962E-6
1.683894E+3	5.710000E-9	9.615033E-6	196.000000E-3	1.884546E-6
1.878672E+3	5.630000E-9	10.576926E-6	195.000000E-3	2.062501E-6
2.092301E+3	5.560000E-9	11.633192E-6	193.000000E-3	2.245206E-6
2.331062E+3	5.480000E-9	12.774218E-6	191.200000E-3	2.442431E-6
2.601239E+3	5.400000E-9	14.046689E-6	189.000000E-3	2.654824E-6
2.896548E+3	5.400000E-9	15.641362E-6	188.000000E-3	2.940576E-6
3.229557E+3	5.300000E-9	17.116653E-6	186.000000E-3	3.183698E-6
3.593982E+3	5.200000E-9	18.688706E-6	186.000000E-3	3.476099E-6
4.008672E+3	5.200000E-9	20.845096E-6	185.000000E-3	3.856343E-6
4.467345E+3	5.140000E-9	22.962152E-6	186.000000E-3	4.270960E-6
4.976283E+3	5.100000E-9	25.379042E-6	188.000000E-3	4.771260E-6
5.541769E+3	5.050000E-9	27.985936E-6	190.000000E-3	5.317328E-6
6.176371E+3	5.000000E-9	30.881856E-6	194.000000E-3	5.991080E-6
6.886371E+3	4.950000E-9	34.087537E-6	199.000000E-3	6.783420E-6
7.671769E+3	4.910000E-9	37.668387E-6	205.000000E-3	7.722019E-6
8.545132E+3	4.850000E-9	41.443890E-6	213.000000E-3	8.827549E-6
9.525309E+3	4.800000E-9	45.721483E-6	222.000000E-3	10.150169E-6
10.612300E+3	4.740000E-9	50.302302E-6	232.000000E-3	11.670134E-6
11.824955E+3	4.680000E-9	55.340788E-6	244.000000E-3	13.503152E-6
13.175840E+3	4.610000E-9	60.740621E-6	257.000000E-3	15.610339E-6
14.683804E+3	4.530000E-9	66.517632E-6	272.000000E-3	18.092796E-6
16.361415E+3	4.450000E-9	72.808295E-6	288.000000E-3	20.968789E-6
18.227521E+3	4.360000E-9	79.471990E-6	306.000000E-3	24.318429E-6
20.313538E+3	4.270000E-9	86.738808E-6	325.000000E-3	28.190112E-6
22.632033E+3	4.160000E-9	94.149259E-6	346.000000E-3	32.575644E-6
25.220706E+3	4.040000E-9	101.891652E-6	368.000000E-3	37.496128E-6
28.098405E+3	3.920000E-9	110.145746E-6	390.000000E-3	42.956841E-6
31.309112E+3	3.790000E-9	118.661536E-6	414.000000E-3	49.125876E-6
34.890528E+3	3.650000E-9	127.350427E-6	435.600000E-3	55.473846E-6
38.874067E+3	3.510000E-9	136.447977E-6	459.700000E-3	62.725135E-6
43.316280E+3	3.370000E-9	145.975862E-6	483.700000E-3	70.608524E-6
48.267430E+3	3.220000E-9	155.421123E-6	507.000000E-3	78.798509E-6
53.784066E+3	3.074000E-9	165.332220E-6	529.800000E-3	87.593010E-6
59.929021E+3	2.930000E-9	175.592033E-6	551.300000E-3	96.803888E-6
66.777693E+3	2.789000E-9	186.242987E-6	571.500000E-3	106.437867E-6
74.405480E+3	2.652000E-9	197.323334E-6	590.300000E-3	116.479964E-6
82.906630E+3	2.520000E-9	208.924708E-6	607.500000E-3	126.921760E-6
