Amplitude,Capacitance,Dissipation
10.000000E-3,1.149300E-9,320.200000E-6
30.000000E-3,1.146700E-9,317.600000E-6
50.000000E-3,1.144400E-9,315.400000E-6
70.000000E-3,1.143400E-9,312.500000E-6
90.000000E-3,1.141800E-9,310.800000E-6
110.000000E-3,1.140100E-9,309.300000E-6
130.000000E-3,1.139000E-9,308.400000E-6
150.000000E-3,1.137900E-9,307.200000E-6
170.000000E-3,1.136800E-9,306.000000E-6
190.000000E-3,1.135700E-9,305.100000E-6
210.000000E-3,1.134600E-9,304.300000E-6
230.000000E-3,1.133900E-9,303.400000E-6
250.000000E-3,1.133200E-9,302.900000E-6
270.000000E-3,1.132500E-9,302.200000E-6
290.000000E-3,1.131900E-9,301.700000E-6
310.000000E-3,1.131300E-9,301.100000E-6
330.000000E-3,1.130900E-9,300.700000E-6
350.000000E-3,1.130300E-9,300.500000E-6
370.000000E-3,1.130000E-9,300.100000E-6
390.000000E-3,1.129700E-9,299.700000E-6
