Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
125.663706E+0	5.500000E-9	691.150384E-9	97.000000E-3	67.041587E-9
138.230077E+0	5.400000E-9	746.442414E-9	67.000000E-3	50.011642E-9
157.079633E+0	5.500000E-9	863.937980E-9	85.000000E-3	73.434728E-9
175.929189E+0	5.500000E-9	967.610537E-9	85.000000E-3	82.246896E-9
194.778745E+0	5.300000E-9	1.032327E-6	99.000000E-3	102.200407E-9
213.628300E+0	5.400000E-9	1.153593E-6	81.000000E-3	93.441019E-9
238.761042E+0	5.400000E-9	1.289310E-6	75.000000E-3	96.698222E-9
270.176968E+0	5.400000E-9	1.458956E-6	65.000000E-3	94.832116E-9
301.592895E+0	5.300000E-9	1.598442E-6	78.000000E-3	124.678503E-9
333.008821E+0	5.300000E-9	1.764947E-6	74.000000E-3	130.606060E-9
370.707933E+0	5.300000E-9	1.964752E-6	74.000000E-3	145.391651E-9
414.690230E+0	5.200000E-9	2.156389E-6	74.000000E-3	159.572801E-9
458.672527E+0	5.240000E-9	2.403444E-6	76.000000E-3	182.661747E-9
515.221195E+0	5.200000E-9	2.679150E-6	79.000000E-3	211.652867E-9
571.769863E+0	5.170000E-9	2.956050E-6	82.000000E-3	242.396116E-9
634.601716E+0	5.140000E-9	3.261853E-6	82.000000E-3	267.471931E-9
709.999940E+0	5.120000E-9	3.635200E-6	83.000000E-3	301.721574E-9
791.681349E+0	5.090000E-9	4.029658E-6	85.000000E-3	342.520936E-9
879.645943E+0	5.060000E-9	4.451008E-6	90.000000E-3	400.590762E-9
980.176908E+0	5.030000E-9	4.930290E-6	92.000000E-3	453.586666E-9
1.093274E+3	5.000000E-9	5.466371E-6	94.000000E-3	513.838894E-9
1.218938E+3	4.960000E-9	6.045932E-6	97.000000E-3	586.455426E-9
1.357168E+3	4.930000E-9	6.690838E-6	101.000000E-3	675.774675E-9
1.514248E+3	4.900000E-9	7.419814E-6	104.000000E-3	771.660607E-9
1.683894E+3	4.860000E-9	8.183723E-6	107.000000E-3	875.658382E-9
1.878672E+3	4.830000E-9	9.073988E-6	110.000000E-3	998.138650E-9
2.092301E+3	4.790000E-9	10.022120E-6	114.000000E-3	1.142522E-6
2.331062E+3	4.750000E-9	11.072543E-6	117.000000E-3	1.295488E-6
2.601239E+3	4.720000E-9	12.277847E-6	121.000000E-3	1.485619E-6
2.896548E+3	4.700000E-9	13.613778E-6	124.000000E-3	1.688108E-6
3.229557E+3	4.600000E-9	14.855963E-6	128.000000E-3	1.901563E-6
3.593982E+3	4.600000E-9	16.532317E-6	131.000000E-3	2.165734E-6
4.008672E+3	4.600000E-9	18.439892E-6	136.000000E-3	2.507825E-6
4.467345E+3	4.530000E-9	20.237072E-6	140.000000E-3	2.833190E-6
4.976283E+3	4.490000E-9	22.343510E-6	145.000000E-3	3.239809E-6
5.541769E+3	4.450000E-9	24.660874E-6	150.000000E-3	3.699131E-6
6.176371E+3	4.410000E-9	27.237797E-6	155.000000E-3	4.221859E-6
6.886371E+3	4.370000E-9	30.093442E-6	162.000000E-3	4.875138E-6
7.671769E+3	4.330000E-9	33.218761E-6	168.000000E-3	5.580752E-6
8.545132E+3	4.290000E-9	36.658616E-6	176.000000E-3	6.451916E-6
9.525309E+3	4.250000E-9	40.482563E-6	184.000000E-3	7.448792E-6
10.612300E+3	4.200000E-9	44.571660E-6	194.000000E-3	8.646902E-6
11.824955E+3	4.150000E-9	49.073562E-6	204.000000E-3	10.011007E-6
13.175840E+3	4.100000E-9	54.020942E-6	215.000000E-3	11.614503E-6
14.683804E+3	4.050000E-9	59.469406E-6	228.000000E-3	13.559025E-6
16.361415E+3	3.990000E-9	65.282044E-6	242.000000E-3	15.798255E-6
18.227521E+3	3.930000E-9	71.634156E-6	257.000000E-3	18.409978E-6
20.313538E+3	3.860000E-9	78.410257E-6	273.000000E-3	21.406000E-6
22.632033E+3	3.790000E-9	85.775407E-6	292.000000E-3	25.046419E-6
25.220706E+3	3.700000E-9	93.316612E-6	311.000000E-3	29.021466E-6
28.098405E+3	3.610000E-9	101.435241E-6	332.000000E-3	33.676500E-6
31.309112E+3	3.520000E-9	110.208076E-6	354.000000E-3	39.013659E-6
34.890528E+3	3.410000E-9	118.976701E-6	377.000000E-3	44.854216E-6
38.874067E+3	3.300000E-9	128.284423E-6	397.300000E-3	50.967401E-6
43.316280E+3	3.190000E-9	138.178932E-6	421.400000E-3	58.228602E-6
48.267430E+3	3.066000E-9	147.987939E-6	445.700000E-3	65.958224E-6
53.784066E+3	2.941000E-9	158.178939E-6	469.600000E-3	74.280830E-6
59.929021E+3	2.816000E-9	168.760124E-6	492.900000E-3	83.181865E-6
66.777693E+3	2.690000E-9	179.631995E-6	515.300000E-3	92.564367E-6
74.405480E+3	2.565000E-9	190.850057E-6	536.600000E-3	102.410141E-6
82.906630E+3	2.443000E-9	202.540897E-6	556.900000E-3	112.795026E-6
92.381674E+3	2.325000E-9	214.787391E-6	574.900000E-3	123.481271E-6
102.937425E+3	2.210000E-9	227.491709E-6	591.700000E-3	134.606844E-6
114.699548E+3	2.210000E-9	253.486001E-6	591.700000E-3	149.987667E-6
127.806272E+3	1.994000E-9	254.845707E-6	620.000000E-3	158.004338E-6
142.408395E+3	1.893000E-9	269.579092E-6	630.800000E-3	170.050491E-6
158.681845E+3	1.796000E-9	284.992593E-6	639.200000E-3	182.167266E-6
176.815118E+3	1.706000E-9	301.646591E-6	644.500000E-3	194.411228E-6
197.021842E+3	1.621000E-9	319.372405E-6	646.300000E-3	206.410386E-6
219.534495E+3	1.542000E-9	338.522191E-6	644.300000E-3	218.109847E-6
244.616970E+3	1.470000E-9	359.586946E-6	638.000000E-3	229.416472E-6
272.570862E+3	1.404000E-9	382.689490E-6	627.100000E-3	239.984579E-6
303.716611E+3	1.345000E-9	408.498842E-6	612.400000E-3	250.164691E-6
338.418644E+3	1.292000E-9	437.236888E-6	593.600000E-3	259.543817E-6
377.091649E+3	1.246000E-9	469.856195E-6	571.400000E-3	268.475830E-6
420.181734E+3	1.206000E-9	506.739171E-6	546.200000E-3	276.780935E-6
468.197836E+3	1.170600E-9	548.072387E-6	519.000000E-3	284.449569E-6
521.692876E+3	1.140600E-9	595.042894E-6	490.200000E-3	291.690027E-6
581.307738E+3	1.115100E-9	648.216259E-6	460.800000E-3	298.698052E-6
647.733573E+3	1.093500E-9	708.296662E-6	431.300000E-3	305.488351E-6
721.749496E+3	1.075300E-9	776.097233E-6	402.400000E-3	312.301527E-6
804.222587E+3	1.060100E-9	852.556364E-6	374.600000E-3	319.367614E-6
896.120455E+3	1.047500E-9	938.686176E-6	348.100000E-3	326.756658E-6
998.517526E+3	1.037200E-9	1.035662E-3	323.400000E-3	334.933213E-6
1.112614E+6	1.028600E-9	1.144435E-3	300.600000E-3	344.017054E-6
1.239748E+6	1.022000E-9	1.267022E-3	278.700000E-3	353.119118E-6
1.381415E+6	1.017000E-9	1.404899E-3	260.100000E-3	365.414201E-6
1.539267E+6	1.013000E-9	1.559278E-3	243.700000E-3	379.995994E-6
1.715153E+6	1.010000E-9	1.732304E-3	229.200000E-3	397.044085E-6
1.911144E+6	1.008000E-9	1.926433E-3	217.200000E-3	418.421261E-6
2.129529E+6	1.007000E-9	2.144435E-3	207.200000E-3	444.326990E-6
2.372864E+6	1.007000E-9	2.389474E-3	199.500000E-3	476.700029E-6
2.644002E+6	1.008000E-9	2.665154E-3	193.800000E-3	516.506863E-6
2.946129E+6	1.010000E-9	2.975590E-3	190.300000E-3	566.254840E-6
3.282782E+6	1.013000E-9	3.325458E-3	189.300000E-3	629.509252E-6
3.657895E+6	1.018000E-9	3.723737E-3	190.600000E-3	709.744207E-6
4.075877E+6	1.025000E-9	4.177774E-3	194.300000E-3	811.741509E-6
4.541618E+6	1.033300E-9	4.692854E-3	200.900000E-3	942.794404E-6
5.060584E+6	1.044400E-9	5.285274E-3	210.500000E-3	1.112550E-3
5.638845E+6	1.058500E-9	5.968717E-3	223.800000E-3	1.335799E-3
6.283185E+6	1.076600E-9	6.764477E-3	241.400000E-3	1.632945E-3
