Amplitude,Capacitance,Dissipation
10.000000E-3,4.560000E-9,5.100000E-6
30.000000E-3,4.530000E-9,5.000000E-6
50.000000E-3,4.490000E-9,4.800000E-6
70.000000E-3,4.460000E-9,4.700000E-6
90.000000E-3,4.420000E-9,4.500000E-6
110.000000E-3,4.378000E-9,4.300000E-6
130.000000E-3,4.346000E-9,4.150000E-6
150.000000E-3,4.309000E-9,3.950000E-6
170.000000E-3,4.274000E-9,3.740000E-6
190.000000E-3,4.243000E-9,3.550000E-6
210.000000E-3,4.215000E-9,3.380000E-6
230.000000E-3,4.191000E-9,3.200000E-6
250.000000E-3,4.175000E-9,3.070000E-6
270.000000E-3,4.156000E-9,2.920000E-6
290.000000E-3,4.141000E-9,2.790000E-6
310.000000E-3,4.128000E-9,2.670000E-6
330.000000E-3,4.117000E-9,2.570000E-6
350.000000E-3,4.109000E-9,2.520000E-6
370.000000E-3,4.101000E-9,2.440000E-6
390.000000E-3,4.094000E-9,2.370000E-6
