Amplitude,Capacitance,Dissipation
10.000000E-3,4.890000E-9,4.700000E-6
30.000000E-3,4.820000E-9,4.600000E-6
50.000000E-3,4.770000E-9,4.400000E-6
70.000000E-3,4.710000E-9,4.300000E-6
90.000000E-3,4.670000E-9,4.100000E-6
110.000000E-3,4.627000E-9,4.000000E-6
130.000000E-3,4.599000E-9,3.930000E-6
150.000000E-3,4.565000E-9,3.810000E-6
170.000000E-3,4.534000E-9,3.700000E-6
190.000000E-3,4.505000E-9,3.600000E-6
210.000000E-3,4.479000E-9,3.530000E-6
230.000000E-3,4.456000E-9,3.440000E-6
250.000000E-3,4.440000E-9,3.390000E-6
270.000000E-3,4.420000E-9,3.320000E-6
290.000000E-3,4.402000E-9,3.250000E-6
310.000000E-3,4.385000E-9,3.190000E-6
330.000000E-3,4.370000E-9,3.130000E-6
350.000000E-3,4.359000E-9,3.110000E-6
370.000000E-3,4.345000E-9,3.060000E-6
390.000000E-3,4.333000E-9,3.010000E-6
