Amplitude,Capacitance,Dissipation
10.000000E-3,5.500000E-9,6.200000E-6
30.000000E-3,5.420000E-9,6.100000E-6
50.000000E-3,5.330000E-9,6.000000E-6
70.000000E-3,5.250000E-9,5.900000E-6
90.000000E-3,5.180000E-9,5.800000E-6
110.000000E-3,5.102000E-9,5.640000E-6
130.000000E-3,5.044000E-9,5.540000E-6
150.000000E-3,4.981000E-9,5.380000E-6
170.000000E-3,4.920000E-9,5.220000E-6
190.000000E-3,4.863000E-9,5.060000E-6
210.000000E-3,4.810000E-9,4.930000E-6
230.000000E-3,4.762000E-9,4.780000E-6
250.000000E-3,4.726000E-9,4.670000E-6
270.000000E-3,4.686000E-9,4.540000E-6
290.000000E-3,4.649000E-9,4.410000E-6
310.000000E-3,4.615000E-9,4.300000E-6
330.000000E-3,4.583000E-9,4.190000E-6
350.000000E-3,4.559000E-9,4.120000E-6
370.000000E-3,4.532000E-9,4.020000E-6
390.000000E-3,4.508000E-9,3.930000E-6
