Amplitude,Capacitance,Dissipation
10.000000E-3,4.810000E-9,4.600000E-6
30.000000E-3,4.770000E-9,4.500000E-6
50.000000E-3,4.720000E-9,4.400000E-6
70.000000E-3,4.680000E-9,4.200000E-6
90.000000E-3,4.650000E-9,4.100000E-6
110.000000E-3,4.616000E-9,3.980000E-6
130.000000E-3,4.593000E-9,3.920000E-6
150.000000E-3,4.564000E-9,3.820000E-6
170.000000E-3,4.538000E-9,3.720000E-6
190.000000E-3,4.514000E-9,3.640000E-6
210.000000E-3,4.491000E-9,3.570000E-6
230.000000E-3,4.470000E-9,3.500000E-6
250.000000E-3,4.456000E-9,3.450000E-6
270.000000E-3,4.437000E-9,3.380000E-6
290.000000E-3,4.421000E-9,3.320000E-6
310.000000E-3,4.405000E-9,3.260000E-6
330.000000E-3,4.390000E-9,3.210000E-6
350.000000E-3,4.379000E-9,3.190000E-6
370.000000E-3,4.367000E-9,3.140000E-6
390.000000E-3,4.354000E-9,3.090000E-6
