Amplitude,Capacitance,Dissipation
10.000000E-3,5.090000E-9,5.200000E-6
30.000000E-3,5.010000E-9,5.000000E-6
50.000000E-3,4.940000E-9,4.900000E-6
70.000000E-3,4.880000E-9,4.800000E-6
90.000000E-3,4.830000E-9,4.600000E-6
110.000000E-3,4.778000E-9,4.480000E-6
130.000000E-3,4.744000E-9,4.400000E-6
150.000000E-3,4.703000E-9,4.270000E-6
170.000000E-3,4.664000E-9,4.160000E-6
190.000000E-3,4.629000E-9,4.040000E-6
210.000000E-3,4.597000E-9,3.950000E-6
230.000000E-3,4.568000E-9,3.860000E-6
250.000000E-3,4.548000E-9,3.790000E-6
270.000000E-3,4.523000E-9,3.710000E-6
290.000000E-3,4.500000E-9,3.620000E-6
310.000000E-3,4.478000E-9,3.550000E-6
330.000000E-3,4.459000E-9,3.480000E-6
350.000000E-3,4.444000E-9,3.450000E-6
370.000000E-3,4.427000E-9,3.380000E-6
390.000000E-3,4.411000E-9,3.330000E-6
