Amplitude,Capacitance,Dissipation
10.000000E-3,2.855000E-9,98.800000E-6
30.000000E-3,2.846000E-9,97.700000E-6
50.000000E-3,2.838000E-9,96.700000E-6
70.000000E-3,2.836000E-9,95.600000E-6
90.000000E-3,2.831000E-9,94.800000E-6
110.000000E-3,2.826000E-9,94.000000E-6
130.000000E-3,2.822000E-9,93.600000E-6
150.000000E-3,2.818000E-9,93.000000E-6
170.000000E-3,2.815000E-9,92.400000E-6
190.000000E-3,2.812000E-9,91.900000E-6
210.000000E-3,2.808000E-9,91.600000E-6
230.000000E-3,2.806000E-9,91.100000E-6
250.000000E-3,2.804000E-9,90.800000E-6
270.000000E-3,2.803000E-9,90.400000E-6
290.000000E-3,2.801000E-9,90.100000E-6
310.000000E-3,2.800000E-9,89.800000E-6
330.000000E-3,2.799000E-9,89.500000E-6
350.000000E-3,2.797000E-9,89.400000E-6
370.000000E-3,2.796000E-9,89.200000E-6
390.000000E-3,2.795000E-9,88.900000E-6
