Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
125.663706E+0	7.700000E-9	967.610537E-9	110.000000E-3	106.437159E-9
138.230077E+0	7.600000E-9	1.050549E-6	100.000000E-3	105.054858E-9
157.079633E+0	7.400000E-9	1.162389E-6	123.000000E-3	142.973882E-9
175.929189E+0	7.600000E-9	1.337062E-6	108.000000E-3	144.402678E-9
194.778745E+0	7.600000E-9	1.480318E-6	108.000000E-3	159.874394E-9
213.628300E+0	7.400000E-9	1.580849E-6	118.000000E-3	186.540232E-9
238.761042E+0	7.300000E-9	1.742956E-6	132.000000E-3	230.070140E-9
270.176968E+0	7.300000E-9	1.972292E-6	141.000000E-3	278.093153E-9
301.592895E+0	7.200000E-9	2.171469E-6	147.000000E-3	319.205920E-9
333.008821E+0	7.100000E-9	2.364363E-6	151.000000E-3	357.018757E-9
370.707933E+0	7.000000E-9	2.594956E-6	150.000000E-3	389.243330E-9
414.690230E+0	6.900000E-9	2.861363E-6	158.000000E-3	452.095289E-9
458.672527E+0	6.860000E-9	3.146494E-6	158.000000E-3	497.145979E-9
515.221195E+0	6.720000E-9	3.462286E-6	165.000000E-3	571.277261E-9
571.769863E+0	6.620000E-9	3.785116E-6	168.000000E-3	635.899571E-9
634.601716E+0	6.540000E-9	4.150295E-6	169.000000E-3	701.399893E-9
709.999940E+0	6.430000E-9	4.565300E-6	171.000000E-3	780.666234E-9
791.681349E+0	6.330000E-9	5.011343E-6	170.000000E-3	851.928299E-9
879.645943E+0	6.250000E-9	5.497787E-6	169.000000E-3	929.126027E-9
980.176908E+0	6.160000E-9	6.037890E-6	166.000000E-3	1.002290E-6
1.093274E+3	6.080000E-9	6.647107E-6	164.000000E-3	1.090126E-6
1.218938E+3	6.000000E-9	7.313628E-6	161.000000E-3	1.177494E-6
1.357168E+3	5.940000E-9	8.061578E-6	158.000000E-3	1.273729E-6
1.514248E+3	5.870000E-9	8.888634E-6	155.000000E-3	1.377738E-6
1.683894E+3	5.820000E-9	9.800261E-6	151.000000E-3	1.479839E-6
1.878672E+3	5.760000E-9	10.821153E-6	149.000000E-3	1.612352E-6
2.092301E+3	5.720000E-9	11.967960E-6	146.000000E-3	1.747322E-6
2.331062E+3	5.670000E-9	13.217120E-6	143.100000E-3	1.891370E-6
2.601239E+3	5.600000E-9	14.566937E-6	142.000000E-3	2.068505E-6
2.896548E+3	5.600000E-9	16.220671E-6	141.000000E-3	2.287115E-6
3.229557E+3	5.600000E-9	18.085521E-6	141.000000E-3	2.550058E-6
3.593982E+3	5.500000E-9	19.766901E-6	142.000000E-3	2.806900E-6
4.008672E+3	5.500000E-9	22.047697E-6	145.000000E-3	3.196916E-6
