Amplitude,Capacitance,Dissipation
10.000000E-3,1.095200E-9,312.200000E-6
30.000000E-3,1.094700E-9,311.500000E-6
50.000000E-3,1.094100E-9,310.900000E-6
70.000000E-3,1.094800E-9,309.400000E-6
90.000000E-3,1.094400E-9,308.800000E-6
110.000000E-3,1.094100E-9,308.300000E-6
130.000000E-3,1.093800E-9,308.100000E-6
150.000000E-3,1.093400E-9,307.600000E-6
170.000000E-3,1.093300E-9,307.200000E-6
190.000000E-3,1.093100E-9,306.800000E-6
210.000000E-3,1.092700E-9,306.700000E-6
230.000000E-3,1.092400E-9,306.500000E-6
250.000000E-3,1.092300E-9,306.300000E-6
270.000000E-3,1.092200E-9,306.000000E-6
290.000000E-3,1.092000E-9,305.900000E-6
310.000000E-3,1.091900E-9,305.700000E-6
330.000000E-3,1.091700E-9,305.600000E-6
350.000000E-3,1.091500E-9,305.600000E-6
370.000000E-3,1.091400E-9,305.500000E-6
390.000000E-3,1.091400E-9,305.400000E-6
