Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
581.307738E+3	1.133900E-9	659.144844E-6	459.700000E-3	303.008885E-6
647.733573E+3	1.112500E-9	720.603600E-6	430.800000E-3	310.436031E-6
721.749496E+3	1.094700E-9	790.099174E-6	402.400000E-3	317.935907E-6
804.222587E+3	1.079600E-9	868.238704E-6	375.400000E-3	325.936810E-6
896.120455E+3	1.067100E-9	956.250137E-6	349.800000E-3	334.496298E-6
998.517526E+3	1.056700E-9	1.055133E-3	326.100000E-3	344.079024E-6
1.112614E+6	1.048000E-9	1.166019E-3	304.400000E-3	354.936291E-6
1.239748E+6	1.041000E-9	1.290578E-3	283.600000E-3	366.007785E-6
1.381415E+6	1.036000E-9	1.431146E-3	266.200000E-3	380.971005E-6
1.539267E+6	1.031000E-9	1.586985E-3	250.900000E-3	398.174433E-6
1.715153E+6	1.028000E-9	1.763177E-3	238.000000E-3	419.636074E-6
1.911144E+6	1.026000E-9	1.960834E-3	227.200000E-3	445.501405E-6
2.129529E+6	1.024000E-9	2.180637E-3	218.800000E-3	477.123434E-6
2.372864E+6	1.024000E-9	2.429813E-3	212.600000E-3	516.578140E-6
2.644002E+6	1.024000E-9	2.707458E-3	208.900000E-3	565.588003E-6
2.946129E+6	1.026000E-9	3.022728E-3	207.400000E-3	626.913870E-6
3.282782E+6	1.028000E-9	3.374700E-3	208.600000E-3	703.962422E-6
3.657895E+6	1.032000E-9	3.774947E-3	212.400000E-3	801.798782E-6
4.075877E+6	1.037000E-9	4.226685E-3	219.100000E-3	926.066603E-6
4.541618E+6	1.044600E-9	4.744174E-3	228.900000E-3	1.085942E-3
5.060584E+6	1.053600E-9	5.331832E-3	242.400000E-3	1.292436E-3
5.638845E+6	1.065300E-9	6.007061E-3	260.100000E-3	1.562437E-3
6.283185E+6	1.079800E-9	6.784583E-3	283.000000E-3	1.920037E-3
