Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
125.663706E+0	0.000000E+0	NaN	0.000000E+0	0.000000E+0
138.230077E+0	6.200000E-9	857.026476E-9	153.000000E-3	131.125051E-9
157.079633E+0	6.100000E-9	958.185759E-9	173.000000E-3	165.766136E-9
175.929189E+0	6.100000E-9	1.073168E-6	170.000000E-3	182.438569E-9
194.778745E+0	5.900000E-9	1.149195E-6	164.000000E-3	188.467913E-9
213.628300E+0	5.900000E-9	1.260407E-6	168.000000E-3	211.748371E-9
238.761042E+0	5.800000E-9	1.384814E-6	160.000000E-3	221.570247E-9
270.176968E+0	5.700000E-9	1.540009E-6	152.000000E-3	234.081325E-9
301.592895E+0	5.600000E-9	1.688920E-6	160.000000E-3	270.227234E-9
333.008821E+0	5.500000E-9	1.831549E-6	159.000000E-3	291.216214E-9
370.707933E+0	5.500000E-9	2.038894E-6	159.000000E-3	324.184088E-9
414.690230E+0	5.400000E-9	2.239327E-6	147.000000E-3	329.181105E-9
458.672527E+0	5.370000E-9	2.463071E-6	144.000000E-3	354.682292E-9
515.221195E+0	5.290000E-9	2.725520E-6	143.000000E-3	389.749378E-9
571.769863E+0	5.260000E-9	3.007509E-6	134.000000E-3	403.006270E-9
634.601716E+0	5.220000E-9	3.312621E-6	132.000000E-3	437.265966E-9
709.999940E+0	5.170000E-9	3.670700E-6	126.000000E-3	462.508161E-9
791.681349E+0	5.120000E-9	4.053409E-6	125.000000E-3	506.676063E-9
879.645943E+0	5.090000E-9	4.477398E-6	122.000000E-3	546.242538E-9
980.176908E+0	5.060000E-9	4.959695E-6	117.000000E-3	580.284333E-9
1.093274E+3	5.020000E-9	5.488237E-6	114.000000E-3	625.658984E-9
1.218938E+3	4.990000E-9	6.082500E-6	112.000000E-3	681.240041E-9
1.357168E+3	4.960000E-9	6.731553E-6	110.000000E-3	740.470875E-9
1.514248E+3	4.940000E-9	7.480383E-6	109.000000E-3	815.361794E-9
1.683894E+3	4.910000E-9	8.267918E-6	108.000000E-3	892.935131E-9
1.878672E+3	4.880000E-9	9.167921E-6	107.000000E-3	980.967584E-9
2.092301E+3	4.850000E-9	10.147658E-6	107.000000E-3	1.085799E-6
2.331062E+3	4.830000E-9	11.259028E-6	108.000000E-3	1.215975E-6
2.601239E+3	4.810000E-9	12.511958E-6	110.000000E-3	1.376315E-6
2.896548E+3	4.800000E-9	13.903432E-6	111.000000E-3	1.543281E-6
3.229557E+3	4.800000E-9	15.501875E-6	113.000000E-3	1.751712E-6
3.593982E+3	4.700000E-9	16.891715E-6	116.000000E-3	1.959439E-6
4.008672E+3	4.700000E-9	18.840759E-6	119.000000E-3	2.242050E-6
4.467345E+3	4.680000E-9	20.907173E-6	123.000000E-3	2.571582E-6
4.976283E+3	4.650000E-9	23.139715E-6	128.000000E-3	2.961884E-6
5.541769E+3	4.620000E-9	25.602975E-6	133.000000E-3	3.405196E-6
6.176371E+3	4.590000E-9	28.349544E-6	139.000000E-3	3.940587E-6
6.886371E+3	4.560000E-9	31.401852E-6	146.000000E-3	4.584670E-6
7.671769E+3	4.520000E-9	34.676397E-6	155.000000E-3	5.374842E-6
8.545132E+3	4.490000E-9	38.367643E-6	164.000000E-3	6.292293E-6
9.525309E+3	4.450000E-9	42.387625E-6	174.000000E-3	7.375447E-6
10.612300E+3	4.410000E-9	46.800243E-6	185.000000E-3	8.658045E-6
11.824955E+3	4.360000E-9	51.556803E-6	198.000000E-3	10.208247E-6
13.175840E+3	4.310000E-9	56.787869E-6	211.000000E-3	11.982240E-6
14.683804E+3	4.250000E-9	62.406167E-6	226.000000E-3	14.103794E-6
16.361415E+3	4.190000E-9	68.554327E-6	243.000000E-3	16.658701E-6
18.227521E+3	4.120000E-9	75.097385E-6	261.000000E-3	19.600417E-6
20.313538E+3	4.040000E-9	82.066694E-6	280.000000E-3	22.978674E-6
22.632033E+3	3.950000E-9	89.396532E-6	300.000000E-3	26.818960E-6
25.220706E+3	3.860000E-9	97.351924E-6	322.000000E-3	31.347320E-6
28.098405E+3	3.750000E-9	105.369018E-6	346.000000E-3	36.457680E-6
31.309112E+3	3.640000E-9	113.965169E-6	369.000000E-3	42.053147E-6
34.890528E+3	3.520000E-9	122.814659E-6	391.700000E-3	48.106502E-6
38.874067E+3	3.400000E-9	132.171829E-6	416.900000E-3	55.102436E-6
43.316280E+3	3.270000E-9	141.644234E-6	441.800000E-3	62.578423E-6
48.267430E+3	3.134000E-9	151.270124E-6	466.700000E-3	70.597767E-6
53.784066E+3	2.999000E-9	161.298415E-6	490.800000E-3	79.165262E-6
59.929021E+3	2.864000E-9	171.636717E-6	513.800000E-3	88.186945E-6
66.777693E+3	2.730000E-9	182.303103E-6	535.900000E-3	97.696233E-6
74.405480E+3	2.600000E-9	193.454249E-6	556.700000E-3	107.695980E-6
82.906630E+3	2.474000E-9	205.111003E-6	575.600000E-3	118.061893E-6
92.381674E+3	2.350000E-9	217.096933E-6	593.500000E-3	128.847030E-6
102.937425E+3	2.232000E-9	229.756332E-6	609.500000E-3	140.036485E-6
114.699548E+3	2.118000E-9	242.933642E-6	623.600000E-3	151.493419E-6
127.806272E+3	2.010000E-9	256.890607E-6	635.600000E-3	163.279670E-6
142.408395E+3	1.907000E-9	271.572809E-6	645.200000E-3	175.218777E-6
158.681845E+3	1.810000E-9	287.214139E-6	652.200000E-3	187.321062E-6
176.815118E+3	1.718000E-9	303.768372E-6	655.900000E-3	199.241675E-6
197.021842E+3	1.633000E-9	321.736667E-6	655.900000E-3	211.027080E-6
219.534495E+3	1.554000E-9	341.156605E-6	651.900000E-3	222.399991E-6
244.616970E+3	1.483000E-9	362.766967E-6	643.500000E-3	233.440543E-6
272.570862E+3	1.417000E-9	386.232911E-6	631.100000E-3	243.751590E-6
303.716611E+3	1.359000E-9	412.750875E-6	614.700000E-3	253.717963E-6
338.418644E+3	1.308000E-9	442.651586E-6	594.500000E-3	263.156368E-6
377.091649E+3	1.262000E-9	475.889662E-6	571.100000E-3	271.780586E-6
420.181734E+3	1.223000E-9	513.882261E-6	545.400000E-3	280.271385E-6
468.197836E+3	1.188500E-9	556.453129E-6	517.800000E-3	288.131430E-6
521.692876E+3	1.159000E-9	604.642043E-6	489.000000E-3	295.669959E-6
