Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
1.112614E+6	1.059600E-9	1.178926E-3	305.700000E-3	360.397579E-6
1.239748E+6	1.053000E-9	1.305454E-3	284.300000E-3	371.140713E-6
1.381415E+6	1.047000E-9	1.446341E-3	266.400000E-3	385.305332E-6
1.539267E+6	1.042000E-9	1.603917E-3	250.400000E-3	401.620699E-6
1.715153E+6	1.039000E-9	1.782043E-3	236.600000E-3	421.631482E-6
1.911144E+6	1.036000E-9	1.979945E-3	225.200000E-3	445.883634E-6
2.129529E+6	1.035000E-9	2.204062E-3	215.800000E-3	475.636597E-6
2.372864E+6	1.034000E-9	2.453541E-3	208.500000E-3	511.563330E-6
2.644002E+6	1.035000E-9	2.736542E-3	203.500000E-3	556.886327E-6
2.946129E+6	1.037000E-9	3.055136E-3	200.800000E-3	613.471272E-6
3.282782E+6	1.040000E-9	3.414093E-3	200.400000E-3	684.184316E-6
3.657895E+6	1.044000E-9	3.818842E-3	202.400000E-3	772.933604E-6
4.075877E+6	1.050000E-9	4.279671E-3	207.000000E-3	885.891904E-6
4.541618E+6	1.058200E-9	4.805940E-3	214.600000E-3	1.031355E-3
5.060584E+6	1.068800E-9	5.408752E-3	225.500000E-3	1.219674E-3
5.638845E+6	1.082500E-9	6.104049E-3	240.200000E-3	1.466193E-3
6.283185E+6	1.100000E-9	6.911504E-3	259.600000E-3	1.794226E-3
