Amplitude,Capacitance,Dissipation
10.000000E-3,1.090200E-9,308.300000E-6
30.000000E-3,1.090100E-9,308.000000E-6
50.000000E-3,1.090000E-9,307.800000E-6
70.000000E-3,1.090900E-9,306.700000E-6
90.000000E-3,1.090800E-9,306.500000E-6
110.000000E-3,1.090700E-9,306.300000E-6
130.000000E-3,1.090600E-9,306.300000E-6
150.000000E-3,1.090800E-9,306.100000E-6
170.000000E-3,1.090500E-9,306.000000E-6
190.000000E-3,1.090500E-9,305.900000E-6
210.000000E-3,1.090400E-9,305.800000E-6
230.000000E-3,1.090300E-9,305.800000E-6
250.000000E-3,1.090200E-9,305.700000E-6
270.000000E-3,1.090100E-9,305.700000E-6
290.000000E-3,1.090200E-9,305.500000E-6
310.000000E-3,1.090100E-9,305.500000E-6
330.000000E-3,1.090100E-9,305.400000E-6
350.000000E-3,1.089900E-9,305.500000E-6
370.000000E-3,1.089900E-9,305.400000E-6
390.000000E-3,1.089900E-9,305.300000E-6
