Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
125.663706E+0	5.100000E-9	640.884901E-9	87.000000E-3	55.756986E-9
138.230077E+0	5.200000E-9	718.796399E-9	89.000000E-3	63.972880E-9
157.079633E+0	5.200000E-9	816.814090E-9	89.000000E-3	72.696454E-9
175.929189E+0	5.100000E-9	897.238862E-9	102.000000E-3	91.518364E-9
194.778745E+0	5.000000E-9	973.893723E-9	85.000000E-3	82.780966E-9
213.628300E+0	5.000000E-9	1.068142E-6	88.000000E-3	93.996452E-9
238.761042E+0	4.900000E-9	1.169929E-6	95.000000E-3	111.143265E-9
270.176968E+0	4.900000E-9	1.323867E-6	93.000000E-3	123.119644E-9
301.592895E+0	4.900000E-9	1.477805E-6	92.000000E-3	135.958077E-9
333.008821E+0	4.800000E-9	1.598442E-6	84.000000E-3	134.269157E-9
370.707933E+0	4.800000E-9	1.779398E-6	94.000000E-3	167.263419E-9
414.690230E+0	4.800000E-9	1.990513E-6	99.000000E-3	197.060797E-9
458.672527E+0	4.800000E-9	2.201628E-6	99.000000E-3	217.961185E-9
515.221195E+0	4.750000E-9	2.447301E-6	91.000000E-3	222.704362E-9
571.769863E+0	4.710000E-9	2.693036E-6	89.000000E-3	239.680209E-9
634.601716E+0	4.670000E-9	2.963590E-6	94.000000E-3	278.577461E-9
709.999940E+0	4.640000E-9	3.294400E-6	93.000000E-3	306.379174E-9
791.681349E+0	4.610000E-9	3.649651E-6	96.000000E-3	350.366498E-9
879.645943E+0	4.580000E-9	4.028778E-6	93.000000E-3	374.676393E-9
980.176908E+0	4.550000E-9	4.459805E-6	94.000000E-3	419.221664E-9
1.093274E+3	4.520000E-9	4.941600E-6	95.000000E-3	469.451960E-9
1.218938E+3	4.490000E-9	5.473031E-6	95.000000E-3	519.937982E-9
1.357168E+3	4.460000E-9	6.052969E-6	95.000000E-3	575.032093E-9
1.514248E+3	4.440000E-9	6.723260E-6	95.000000E-3	638.709663E-9
1.683894E+3	4.410000E-9	7.425971E-6	96.000000E-3	712.893221E-9
1.878672E+3	4.380000E-9	8.228585E-6	96.000000E-3	789.944174E-9
2.092301E+3	4.360000E-9	9.122431E-6	97.000000E-3	884.875815E-9
2.331062E+3	4.330000E-9	10.093497E-6	98.000000E-3	989.162743E-9
2.601239E+3	4.310000E-9	11.211339E-6	99.000000E-3	1.109923E-6
2.896548E+3	4.290000E-9	12.426193E-6	100.000000E-3	1.242619E-6
3.229557E+3	4.300000E-9	13.887096E-6	102.000000E-3	1.416484E-6
3.593982E+3	4.200000E-9	15.094724E-6	104.000000E-3	1.569851E-6
4.008672E+3	4.200000E-9	16.836423E-6	106.000000E-3	1.784661E-6
4.467345E+3	4.200000E-9	18.762848E-6	109.000000E-3	2.045150E-6
4.976283E+3	4.180000E-9	20.800862E-6	113.000000E-3	2.350497E-6
5.541769E+3	4.160000E-9	23.053761E-6	117.000000E-3	2.697290E-6
6.176371E+3	4.140000E-9	25.570177E-6	122.000000E-3	3.119562E-6
6.886371E+3	4.120000E-9	28.371849E-6	129.000000E-3	3.659969E-6
7.671769E+3	4.090000E-9	31.377536E-6	135.000000E-3	4.235967E-6
8.545132E+3	4.070000E-9	34.778687E-6	143.000000E-3	4.973352E-6
9.525309E+3	4.040000E-9	38.482248E-6	152.000000E-3	5.849302E-6
10.612300E+3	4.020000E-9	42.661446E-6	162.000000E-3	6.911154E-6
11.824955E+3	3.980000E-9	47.063320E-6	174.000000E-3	8.189018E-6
13.175840E+3	3.950000E-9	52.044566E-6	187.000000E-3	9.732334E-6
14.683804E+3	3.910000E-9	57.413674E-6	202.000000E-3	11.597562E-6
16.361415E+3	3.860000E-9	63.155060E-6	218.000000E-3	13.767803E-6
18.227521E+3	3.810000E-9	69.446853E-6	235.000000E-3	16.320011E-6
20.313538E+3	3.750000E-9	76.175768E-6	255.000000E-3	19.424821E-6
22.632033E+3	3.690000E-9	83.512204E-6	276.000000E-3	23.049368E-6
25.220706E+3	3.610000E-9	91.046748E-6	299.000000E-3	27.222978E-6
28.098405E+3	3.520000E-9	98.906385E-6	324.000000E-3	32.045669E-6
31.309112E+3	3.430000E-9	107.390255E-6	350.000000E-3	37.586589E-6
34.890528E+3	3.330000E-9	116.185458E-6	378.000000E-3	43.918103E-6
38.874067E+3	3.220000E-9	125.174497E-6	403.800000E-3	50.545462E-6
43.316280E+3	3.100000E-9	134.280466E-6	433.100000E-3	58.156870E-6
48.267430E+3	2.969000E-9	143.305998E-6	462.700000E-3	66.307685E-6
53.784066E+3	2.839000E-9	152.692964E-6	492.000000E-3	75.124938E-6
59.929021E+3	2.707000E-9	162.227861E-6	521.300000E-3	84.569384E-6
66.777693E+3	2.574000E-9	171.885783E-6	549.600000E-3	94.468426E-6
74.405480E+3	2.443000E-9	181.772589E-6	577.100000E-3	104.900961E-6
82.906630E+3	2.314000E-9	191.845942E-6	603.800000E-3	115.836580E-6
92.381674E+3	2.190000E-9	202.315865E-6	628.200000E-3	127.094826E-6
102.937425E+3	2.070000E-9	213.080470E-6	651.700000E-3	138.864542E-6
114.699548E+3	1.955000E-9	224.237616E-6	673.500000E-3	151.024034E-6
127.806272E+3	1.845000E-9	235.802572E-6	693.300000E-3	163.481923E-6
142.408395E+3	1.741000E-9	247.933016E-6	710.700000E-3	176.205994E-6
158.681845E+3	1.643000E-9	260.714271E-6	726.000000E-3	189.278561E-6
176.815118E+3	1.549000E-9	273.886617E-6	738.800000E-3	202.347433E-6
197.021842E+3	1.463000E-9	288.242954E-6	747.800000E-3	215.548081E-6
219.534495E+3	1.383000E-9	303.616206E-6	753.000000E-3	228.623003E-6
244.616970E+3	1.310000E-9	320.448231E-6	754.200000E-3	241.682056E-6
272.570862E+3	1.243000E-9	338.805581E-6	751.500000E-3	254.612394E-6
303.716611E+3	1.183000E-9	359.296751E-6	744.700000E-3	267.568291E-6
338.418644E+3	1.129000E-9	382.074649E-6	734.000000E-3	280.442792E-6
377.091649E+3	1.083000E-9	408.390256E-6	719.600000E-3	293.877628E-6
420.181734E+3	1.041000E-9	437.409185E-6	703.400000E-3	307.673621E-6
468.197836E+3	1.004900E-9	470.492006E-6	685.700000E-3	322.616368E-6
521.692876E+3	972.500000E-12	507.346322E-6	667.500000E-3	338.653670E-6
581.307738E+3	944.600000E-12	549.103290E-6	649.400000E-3	356.587676E-6
647.733573E+3	919.900000E-12	595.850114E-6	632.400000E-3	376.815612E-6
721.749496E+3	897.300000E-12	647.625823E-6	618.200000E-3	400.362284E-6
804.222587E+3	877.400000E-12	705.624897E-6	605.700000E-3	427.397000E-6
896.120455E+3	857.700000E-12	768.602514E-6	598.300000E-3	459.854884E-6
998.517526E+3	839.400000E-12	838.155611E-6	594.100000E-3	497.948249E-6
1.112614E+6	821.200000E-12	913.678525E-6	593.900000E-3	542.633676E-6
1.239748E+6	800.200000E-12	992.046237E-6	603.000000E-3	598.203881E-6
1.381415E+6	779.100000E-12	1.076260E-3	615.600000E-3	662.545841E-6
1.539267E+6	758.000000E-12	1.166765E-3	630.400000E-3	735.528414E-6
1.715153E+6	734.000000E-12	1.258922E-3	655.500000E-3	825.223333E-6
1.911144E+6	706.000000E-12	1.349268E-3	689.800000E-3	930.724790E-6
2.129529E+6	675.000000E-12	1.437432E-3	728.800000E-3	1.047600E-3
2.372864E+6	643.000000E-12	1.525751E-3	776.100000E-3	1.184136E-3
2.644002E+6	603.000000E-12	1.594333E-3	837.500000E-3	1.335254E-3
2.946129E+6	564.000000E-12	1.661617E-3	903.500000E-3	1.501271E-3
3.282782E+6	520.000000E-12	1.707047E-3	986.500000E-3	1.684002E-3
3.657895E+6	476.000000E-12	1.741158E-3	1.075000E+0	1.871745E-3
4.075877E+6	428.000000E-12	1.744475E-3	1.185700E+0	2.068425E-3
4.541618E+6	383.200000E-12	1.740348E-3	1.303900E+0	2.269240E-3
5.060584E+6	338.700000E-12	1.714020E-3	1.441500E+0	2.470760E-3
5.638845E+6	295.500000E-12	1.666279E-3	1.600800E+0	2.667379E-3
6.283185E+6	256.800000E-12	1.613522E-3	1.776600E+0	2.866583E-3
