Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
125.663706E+0	0.000000E+0	NaN	0.000000E+0	0.000000E+0
138.230077E+0	7.000000E-9	967.610537E-9	115.000000E-3	111.275212E-9
157.079633E+0	6.900000E-9	1.083849E-6	135.000000E-3	146.319678E-9
175.929189E+0	6.800000E-9	1.196318E-6	142.000000E-3	169.877225E-9
194.778745E+0	6.700000E-9	1.305018E-6	133.000000E-3	173.567339E-9
213.628300E+0	6.600000E-9	1.409947E-6	150.000000E-3	211.492017E-9
238.761042E+0	6.600000E-9	1.575823E-6	162.000000E-3	255.283306E-9
270.176968E+0	6.500000E-9	1.756150E-6	157.000000E-3	275.715596E-9
301.592895E+0	6.400000E-9	1.930195E-6	164.000000E-3	316.551902E-9
333.008821E+0	6.300000E-9	2.097956E-6	163.000000E-3	341.966759E-9
370.707933E+0	6.200000E-9	2.298389E-6	165.000000E-3	379.234216E-9
414.690230E+0	6.100000E-9	2.529610E-6	170.000000E-3	430.033769E-9
458.672527E+0	6.020000E-9	2.761209E-6	171.000000E-3	472.166673E-9
515.221195E+0	5.910000E-9	3.044957E-6	175.000000E-3	532.867521E-9
571.769863E+0	5.840000E-9	3.339136E-6	174.000000E-3	581.009664E-9
634.601716E+0	5.750000E-9	3.648960E-6	174.000000E-3	634.919017E-9
709.999940E+0	5.670000E-9	4.025700E-6	171.000000E-3	688.394642E-9
791.681349E+0	5.600000E-9	4.433416E-6	170.000000E-3	753.680644E-9
879.645943E+0	5.530000E-9	4.864442E-6	168.000000E-3	817.226267E-9
980.176908E+0	5.460000E-9	5.351766E-6	164.000000E-3	877.689610E-9
1.093274E+3	5.400000E-9	5.903681E-6	161.000000E-3	950.492627E-9
1.218938E+3	5.340000E-9	6.509129E-6	157.000000E-3	1.021933E-6
1.357168E+3	5.280000E-9	7.165847E-6	154.000000E-3	1.103540E-6
1.514248E+3	5.230000E-9	7.919515E-6	151.000000E-3	1.195847E-6
1.683894E+3	5.180000E-9	8.722569E-6	148.000000E-3	1.290940E-6
1.878672E+3	5.140000E-9	9.656376E-6	145.000000E-3	1.400175E-6
2.092301E+3	5.100000E-9	10.670734E-6	144.000000E-3	1.536586E-6
2.331062E+3	5.060000E-9	11.795172E-6	142.000000E-3	1.674914E-6
2.601239E+3	5.000000E-9	13.006194E-6	141.000000E-3	1.833873E-6
2.896548E+3	5.000000E-9	14.482742E-6	140.000000E-3	2.027584E-6
3.229557E+3	5.000000E-9	16.147786E-6	140.000000E-3	2.260690E-6
3.593982E+3	4.900000E-9	17.610512E-6	142.000000E-3	2.500693E-6
4.008672E+3	4.900000E-9	19.642494E-6	143.000000E-3	2.808877E-6
4.467345E+3	4.860000E-9	21.711296E-6	146.000000E-3	3.169849E-6
4.976283E+3	4.830000E-9	24.035446E-6	150.000000E-3	3.605317E-6
5.541769E+3	4.790000E-9	26.545076E-6	154.000000E-3	4.087942E-6
6.176371E+3	4.760000E-9	29.399527E-6	160.000000E-3	4.703924E-6
6.886371E+3	4.720000E-9	32.503672E-6	166.000000E-3	5.395609E-6
