Amplitude,Capacitance,Dissipation
10.000000E-3,4.960000E-9,5.100000E-6
30.000000E-3,4.900000E-9,5.000000E-6
50.000000E-3,4.850000E-9,4.900000E-6
70.000000E-3,4.800000E-9,4.700000E-6
90.000000E-3,4.760000E-9,4.600000E-6
110.000000E-3,4.720000E-9,4.430000E-6
130.000000E-3,4.692000E-9,4.350000E-6
150.000000E-3,4.658000E-9,4.230000E-6
170.000000E-3,4.627000E-9,4.120000E-6
190.000000E-3,4.598000E-9,4.020000E-6
210.000000E-3,4.570000E-9,3.940000E-6
230.000000E-3,4.544000E-9,3.850000E-6
250.000000E-3,4.526000E-9,3.790000E-6
270.000000E-3,4.504000E-9,3.710000E-6
290.000000E-3,4.483000E-9,3.630000E-6
310.000000E-3,4.464000E-9,3.560000E-6
330.000000E-3,4.446000E-9,3.500000E-6
350.000000E-3,4.432000E-9,3.470000E-6
370.000000E-3,4.416000E-9,3.410000E-6
390.000000E-3,4.401000E-9,3.350000E-6
