Amplitude,Capacitance,Dissipation
10.000000E-3,4.650000E-9,4.200000E-6
30.000000E-3,4.620000E-9,4.000000E-6
50.000000E-3,4.590000E-9,3.900000E-6
70.000000E-3,4.560000E-9,3.800000E-6
90.000000E-3,4.530000E-9,3.700000E-6
110.000000E-3,4.509000E-9,3.620000E-6
130.000000E-3,4.492000E-9,3.570000E-6
150.000000E-3,4.471000E-9,3.490000E-6
170.000000E-3,4.452000E-9,3.420000E-6
190.000000E-3,4.434000E-9,3.360000E-6
210.000000E-3,4.417000E-9,3.310000E-6
230.000000E-3,4.401000E-9,3.250000E-6
250.000000E-3,4.390000E-9,3.210000E-6
270.000000E-3,4.376000E-9,3.160000E-6
290.000000E-3,4.363000E-9,3.110000E-6
310.000000E-3,4.351000E-9,3.060000E-6
330.000000E-3,4.340000E-9,3.010000E-6
350.000000E-3,4.332000E-9,3.000000E-6
370.000000E-3,4.322000E-9,2.960000E-6
390.000000E-3,4.313000E-9,2.920000E-6
