Amplitude,Capacitance,Dissipation
10.000000E-3,6.640000E-9,9.800000E-6
30.000000E-3,6.590000E-9,9.600000E-6
50.000000E-3,6.520000E-9,9.400000E-6
70.000000E-3,6.440000E-9,9.100000E-6
90.000000E-3,6.340000E-9,8.700000E-6
110.000000E-3,6.217000E-9,8.330000E-6
130.000000E-3,6.091000E-9,7.980000E-6
150.000000E-3,5.947000E-9,7.590000E-6
170.000000E-3,5.799000E-9,7.240000E-6
190.000000E-3,5.655000E-9,6.940000E-6
210.000000E-3,5.519000E-9,6.720000E-6
230.000000E-3,5.391000E-9,6.510000E-6
250.000000E-3,5.287000E-9,6.330000E-6
270.000000E-3,5.181000E-9,6.130000E-6
290.000000E-3,5.083000E-9,5.920000E-6
310.000000E-3,4.994000E-9,5.710000E-6
330.000000E-3,4.915000E-9,5.510000E-6
350.000000E-3,4.854000E-9,5.360000E-6
370.000000E-3,4.795000E-9,5.180000E-6
390.000000E-3,4.742000E-9,5.010000E-6
