Amplitude,Capacitance,Dissipation
10.000000E-3,1.113300E-9,313.500000E-6
30.000000E-3,1.112400E-9,312.700000E-6
50.000000E-3,1.111800E-9,311.800000E-6
70.000000E-3,1.112500E-9,310.000000E-6
90.000000E-3,1.112000E-9,309.300000E-6
110.000000E-3,1.111400E-9,308.700000E-6
130.000000E-3,1.111100E-9,308.300000E-6
150.000000E-3,1.110700E-9,307.700000E-6
170.000000E-3,1.110300E-9,307.200000E-6
190.000000E-3,1.109900E-9,306.700000E-6
210.000000E-3,1.109500E-9,306.400000E-6
230.000000E-3,1.109200E-9,306.000000E-6
250.000000E-3,1.108900E-9,305.700000E-6
270.000000E-3,1.108700E-9,305.400000E-6
290.000000E-3,1.108400E-9,305.100000E-6
310.000000E-3,1.108200E-9,304.800000E-6
330.000000E-3,1.108000E-9,304.500000E-6
350.000000E-3,1.107800E-9,304.500000E-6
370.000000E-3,1.107600E-9,304.300000E-6
390.000000E-3,1.107500E-9,304.100000E-6
