Amplitude,Capacitance,Dissipation
10.000000E-3,5.390000E-9,5.400000E-6
30.000000E-3,5.280000E-9,5.300000E-6
50.000000E-3,5.160000E-9,5.200000E-6
70.000000E-3,5.060000E-9,5.000000E-6
90.000000E-3,4.970000E-9,4.800000E-6
110.000000E-3,4.887000E-9,4.660000E-6
130.000000E-3,4.830000E-9,4.550000E-6
150.000000E-3,4.766000E-9,4.400000E-6
170.000000E-3,4.709000E-9,4.250000E-6
190.000000E-3,4.659000E-9,4.120000E-6
210.000000E-3,4.615000E-9,4.000000E-6
230.000000E-3,4.576000E-9,3.880000E-6
250.000000E-3,4.549000E-9,3.800000E-6
270.000000E-3,4.518000E-9,3.700000E-6
290.000000E-3,4.490000E-9,3.600000E-6
310.000000E-3,4.464000E-9,3.510000E-6
330.000000E-3,4.442000E-9,3.430000E-6
350.000000E-3,4.425000E-9,3.390000E-6
370.000000E-3,4.406000E-9,3.320000E-6
390.000000E-3,4.389000E-9,3.250000E-6
