Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
125.663706E+0	0.000000E+0	NaN	0.000000E+0	0.000000E+0
138.230077E+0	7.400000E-9	1.022903E-6	99.000000E-3	101.267354E-9
157.079633E+0	7.400000E-9	1.162389E-6	99.000000E-3	115.076539E-9
175.929189E+0	7.400000E-9	1.301876E-6	112.000000E-3	145.810112E-9
194.778745E+0	7.400000E-9	1.441363E-6	123.000000E-3	177.287613E-9
213.628300E+0	7.400000E-9	1.580849E-6	123.000000E-3	194.444479E-9
238.761042E+0	7.100000E-9	1.695203E-6	124.000000E-3	210.205221E-9
270.176968E+0	7.200000E-9	1.945274E-6	135.000000E-3	262.612013E-9
301.592895E+0	7.100000E-9	2.141310E-6	139.000000E-3	297.642028E-9
333.008821E+0	7.000000E-9	2.331062E-6	141.000000E-3	328.679707E-9
370.707933E+0	7.000000E-9	2.594956E-6	145.000000E-3	376.268552E-9
414.690230E+0	6.900000E-9	2.861363E-6	160.000000E-3	457.818014E-9
458.672527E+0	6.830000E-9	3.132733E-6	154.000000E-3	482.440938E-9
515.221195E+0	6.740000E-9	3.472591E-6	163.000000E-3	566.032309E-9
571.769863E+0	6.680000E-9	3.819423E-6	165.000000E-3	630.204743E-9
634.601716E+0	6.550000E-9	4.156641E-6	168.000000E-3	698.315728E-9
709.999940E+0	6.460000E-9	4.586600E-6	171.000000E-3	784.308533E-9
791.681349E+0	6.370000E-9	5.043010E-6	176.000000E-3	887.569794E-9
879.645943E+0	6.270000E-9	5.515380E-6	176.000000E-3	970.706891E-9
980.176908E+0	6.180000E-9	6.057493E-6	177.000000E-3	1.072176E-6
1.093274E+3	6.090000E-9	6.658040E-6	178.000000E-3	1.185131E-6
1.218938E+3	6.000000E-9	7.313628E-6	179.000000E-3	1.309139E-6
1.357168E+3	5.910000E-9	8.020863E-6	177.000000E-3	1.419693E-6
1.514248E+3	5.830000E-9	8.828064E-6	176.000000E-3	1.553739E-6
1.683894E+3	5.770000E-9	9.716066E-6	174.000000E-3	1.690596E-6
1.878672E+3	5.690000E-9	10.689646E-6	172.000000E-3	1.838619E-6
2.092301E+3	5.630000E-9	11.779653E-6	170.000000E-3	2.002541E-6
2.331062E+3	5.570000E-9	12.984014E-6	168.100000E-3	2.182613E-6
2.601239E+3	5.500000E-9	14.306813E-6	167.000000E-3	2.389238E-6
2.896548E+3	5.500000E-9	15.931016E-6	166.000000E-3	2.644549E-6
3.229557E+3	5.400000E-9	17.439609E-6	165.000000E-3	2.877536E-6
3.593982E+3	5.400000E-9	19.407503E-6	166.000000E-3	3.221645E-6
4.008672E+3	5.300000E-9	21.245963E-6	167.000000E-3	3.548076E-6
4.467345E+3	5.290000E-9	23.632254E-6	169.000000E-3	3.993851E-6
4.976283E+3	5.240000E-9	26.075722E-6	172.000000E-3	4.485024E-6
5.541769E+3	5.200000E-9	28.817201E-6	177.000000E-3	5.100645E-6
6.176371E+3	5.160000E-9	31.870075E-6	182.000000E-3	5.800354E-6
6.886371E+3	5.110000E-9	35.189356E-6	189.000000E-3	6.650788E-6
7.671769E+3	5.060000E-9	38.819152E-6	197.000000E-3	7.647373E-6
8.545132E+3	5.010000E-9	42.811111E-6	206.000000E-3	8.819089E-6
9.525309E+3	4.950000E-9	47.150279E-6	217.000000E-3	10.231611E-6
10.612300E+3	4.890000E-9	51.894147E-6	229.000000E-3	11.883760E-6
11.824955E+3	4.820000E-9	56.996282E-6	243.000000E-3	13.850096E-6
13.175840E+3	4.750000E-9	62.585238E-6	257.000000E-3	16.084406E-6
14.683804E+3	4.670000E-9	68.573365E-6	274.000000E-3	18.789102E-6
16.361415E+3	4.580000E-9	74.935279E-6	292.000000E-3	21.881101E-6
18.227521E+3	4.480000E-9	81.659292E-6	311.000000E-3	25.396040E-6
20.313538E+3	4.370000E-9	88.770161E-6	332.000000E-3	29.471694E-6
22.632033E+3	4.250000E-9	96.186142E-6	354.000000E-3	34.049894E-6
25.220706E+3	4.130000E-9	104.161515E-6	377.000000E-3	39.268891E-6
28.098405E+3	4.000000E-9	112.393619E-6	401.000000E-3	45.069841E-6
31.309112E+3	3.860000E-9	120.853174E-6	422.800000E-3	51.096722E-6
34.890528E+3	3.710000E-9	129.443859E-6	447.500000E-3	57.926127E-6
38.874067E+3	3.560000E-9	138.391680E-6	472.100000E-3	65.334712E-6
43.316280E+3	3.410000E-9	147.708513E-6	496.000000E-3	73.263423E-6
