Amplitude,Capacitance,Dissipation
10.000000E-3,1.140700E-9,320.200000E-6
30.000000E-3,1.138200E-9,317.700000E-6
50.000000E-3,1.136100E-9,315.500000E-6
70.000000E-3,1.135600E-9,312.700000E-6
90.000000E-3,1.134000E-9,311.200000E-6
110.000000E-3,1.132800E-9,309.800000E-6
130.000000E-3,1.131700E-9,308.900000E-6
150.000000E-3,1.130600E-9,307.800000E-6
170.000000E-3,1.129600E-9,306.800000E-6
190.000000E-3,1.128800E-9,305.800000E-6
210.000000E-3,1.127900E-9,305.100000E-6
230.000000E-3,1.127100E-9,304.400000E-6
250.000000E-3,1.126600E-9,303.900000E-6
270.000000E-3,1.126000E-9,303.300000E-6
290.000000E-3,1.125500E-9,302.700000E-6
310.000000E-3,1.124900E-9,302.300000E-6
330.000000E-3,1.124500E-9,301.800000E-6
350.000000E-3,1.124200E-9,301.500000E-6
370.000000E-3,1.123700E-9,301.200000E-6
390.000000E-3,1.123400E-9,300.900000E-6
