Amplitude,Capacitance,Dissipation
10.000000E-3,5.350000E-9,5.500000E-6
30.000000E-3,5.240000E-9,5.300000E-6
50.000000E-3,5.120000E-9,5.100000E-6
70.000000E-3,5.010000E-9,4.900000E-6
90.000000E-3,4.900000E-9,4.700000E-6
110.000000E-3,4.810000E-9,4.520000E-6
130.000000E-3,4.744000E-9,4.370000E-6
150.000000E-3,4.675000E-9,4.190000E-6
170.000000E-3,4.616000E-9,4.020000E-6
190.000000E-3,4.565000E-9,3.860000E-6
210.000000E-3,4.522000E-9,3.730000E-6
230.000000E-3,4.484000E-9,3.610000E-6
250.000000E-3,4.459000E-9,3.510000E-6
270.000000E-3,4.430000E-9,3.410000E-6
290.000000E-3,4.405000E-9,3.310000E-6
310.000000E-3,4.382000E-9,3.230000E-6
330.000000E-3,4.363000E-9,3.150000E-6
350.000000E-3,4.348000E-9,3.110000E-6
370.000000E-3,4.332000E-9,3.040000E-6
390.000000E-3,4.317000E-9,2.990000E-6
