Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
125.663706E+0	0.000000E+0	NaN	0.000000E+0	0.000000E+0
138.230077E+0	5.500000E-9	760.265422E-9	135.000000E-3	102.635832E-9
157.079633E+0	5.600000E-9	879.645943E-9	144.000000E-3	126.669016E-9
175.929189E+0	5.500000E-9	967.610537E-9	133.000000E-3	128.692201E-9
194.778745E+0	5.500000E-9	1.071283E-6	133.000000E-3	142.480652E-9
213.628300E+0	5.400000E-9	1.153593E-6	139.000000E-3	160.349402E-9
238.761042E+0	5.400000E-9	1.289310E-6	131.000000E-3	168.899561E-9
270.176968E+0	5.300000E-9	1.431938E-6	124.000000E-3	177.560304E-9
301.592895E+0	5.300000E-9	1.598442E-6	113.000000E-3	180.623985E-9
333.008821E+0	5.300000E-9	1.764947E-6	102.000000E-3	180.024569E-9
370.707933E+0	5.200000E-9	1.927681E-6	102.000000E-3	196.623488E-9
414.690230E+0	5.200000E-9	2.156389E-6	103.000000E-3	222.108087E-9
458.672527E+0	5.140000E-9	2.357577E-6	96.000000E-3	226.327372E-9
515.221195E+0	5.110000E-9	2.632780E-6	97.000000E-3	255.379690E-9
571.769863E+0	5.100000E-9	2.916026E-6	93.000000E-3	271.190446E-9
634.601716E+0	5.080000E-9	3.223777E-6	90.000000E-3	290.139905E-9
709.999940E+0	5.050000E-9	3.585500E-6	90.000000E-3	322.694973E-9
791.681349E+0	5.020000E-9	3.974240E-6	86.000000E-3	341.784672E-9
879.645943E+0	5.000000E-9	4.398230E-6	88.000000E-3	387.044215E-9
980.176908E+0	4.980000E-9	4.881281E-6	87.000000E-3	424.671447E-9
1.093274E+3	4.960000E-9	5.422640E-6	87.000000E-3	471.769702E-9
1.218938E+3	4.930000E-9	6.009364E-6	88.000000E-3	528.824040E-9
1.357168E+3	4.910000E-9	6.663695E-6	88.000000E-3	586.405161E-9
1.514248E+3	4.890000E-9	7.404671E-6	89.000000E-3	659.015724E-9
1.683894E+3	4.860000E-9	8.183723E-6	90.000000E-3	736.535088E-9
1.878672E+3	4.840000E-9	9.092774E-6	92.000000E-3	836.535249E-9
2.092301E+3	4.810000E-9	10.063966E-6	95.000000E-3	956.076808E-9
2.331062E+3	4.790000E-9	11.165786E-6	97.000000E-3	1.083081E-6
2.601239E+3	4.760000E-9	12.381896E-6	100.000000E-3	1.238190E-6
2.896548E+3	4.700000E-9	13.613778E-6	103.000000E-3	1.402219E-6
3.229557E+3	4.700000E-9	15.178919E-6	106.000000E-3	1.608965E-6
3.593982E+3	4.700000E-9	16.891715E-6	110.000000E-3	1.858089E-6
4.008672E+3	4.700000E-9	18.840759E-6	114.000000E-3	2.147847E-6
4.467345E+3	4.630000E-9	20.683806E-6	119.000000E-3	2.461373E-6
4.976283E+3	4.600000E-9	22.890901E-6	125.000000E-3	2.861363E-6
5.541769E+3	4.570000E-9	25.325886E-6	131.000000E-3	3.317691E-6
6.176371E+3	4.540000E-9	28.040725E-6	137.000000E-3	3.841579E-6
6.886371E+3	4.510000E-9	31.057534E-6	145.000000E-3	4.503342E-6
7.671769E+3	4.470000E-9	34.292809E-6	153.000000E-3	5.246800E-6
8.545132E+3	4.430000E-9	37.854935E-6	163.000000E-3	6.170354E-6
9.525309E+3	4.390000E-9	41.816106E-6	173.000000E-3	7.234186E-6
10.612300E+3	4.350000E-9	46.163505E-6	184.000000E-3	8.494085E-6
11.824955E+3	4.300000E-9	50.847305E-6	196.000000E-3	9.966072E-6
13.175840E+3	4.250000E-9	55.997318E-6	210.000000E-3	11.759437E-6
14.683804E+3	4.190000E-9	61.525139E-6	225.000000E-3	13.843156E-6
16.361415E+3	4.130000E-9	67.572642E-6	241.000000E-3	16.285007E-6
18.227521E+3	4.060000E-9	74.003734E-6	259.000000E-3	19.166967E-6
20.313538E+3	3.990000E-9	81.051017E-6	277.000000E-3	22.451132E-6
22.632033E+3	3.900000E-9	88.264931E-6	298.000000E-3	26.302949E-6
25.220706E+3	3.810000E-9	96.090889E-6	319.000000E-3	30.652994E-6
28.098405E+3	3.710000E-9	104.245081E-6	342.000000E-3	35.651818E-6
31.309112E+3	3.600000E-9	112.712805E-6	365.000000E-3	41.140174E-6
34.890528E+3	3.490000E-9	121.767943E-6	387.300000E-3	47.160724E-6
38.874067E+3	3.370000E-9	131.005607E-6	412.100000E-3	53.987411E-6
43.316280E+3	3.240000E-9	140.344746E-6	437.000000E-3	61.330654E-6
48.267430E+3	3.110000E-9	150.111706E-6	461.800000E-3	69.321586E-6
53.784066E+3	2.977000E-9	160.115165E-6	486.200000E-3	77.847993E-6
59.929021E+3	2.845000E-9	170.498066E-6	509.600000E-3	86.885814E-6
66.777693E+3	2.713000E-9	181.167882E-6	531.900000E-3	96.363197E-6
74.405480E+3	2.584000E-9	192.263761E-6	552.900000E-3	106.302634E-6
82.906630E+3	2.457000E-9	203.701590E-6	573.100000E-3	116.741381E-6
92.381674E+3	2.337000E-9	215.895971E-6	590.700000E-3	127.529750E-6
102.937425E+3	2.219000E-9	228.418146E-6	607.200000E-3	138.695498E-6
114.699548E+3	2.107000E-9	241.671947E-6	621.900000E-3	150.295784E-6
127.806272E+3	1.999000E-9	255.484738E-6	634.500000E-3	162.105067E-6
