Amplitude,Capacitance,Dissipation
10.000000E-3,2.852000E-9,97.800000E-6
30.000000E-3,2.845000E-9,96.800000E-6
50.000000E-3,2.838000E-9,95.900000E-6
70.000000E-3,2.836000E-9,94.800000E-6
90.000000E-3,2.831000E-9,94.000000E-6
110.000000E-3,2.827000E-9,93.300000E-6
130.000000E-3,2.823000E-9,93.000000E-6
150.000000E-3,2.819000E-9,92.400000E-6
170.000000E-3,2.816000E-9,91.800000E-6
190.000000E-3,2.813000E-9,91.300000E-6
210.000000E-3,2.809000E-9,91.000000E-6
230.000000E-3,2.807000E-9,90.600000E-6
250.000000E-3,2.805000E-9,90.300000E-6
270.000000E-3,2.803000E-9,89.900000E-6
290.000000E-3,2.801000E-9,89.600000E-6
310.000000E-3,2.799000E-9,89.300000E-6
330.000000E-3,2.798000E-9,89.000000E-6
350.000000E-3,2.796000E-9,88.900000E-6
370.000000E-3,2.795000E-9,88.700000E-6
390.000000E-3,2.794000E-9,88.400000E-6
