Amplitude,Capacitance,Dissipation
10.000000E-3,1.163500E-9,326.900000E-6
30.000000E-3,1.159900E-9,323.700000E-6
50.000000E-3,1.156600E-9,320.900000E-6
70.000000E-3,1.154900E-9,317.300000E-6
90.000000E-3,1.152500E-9,315.100000E-6
110.000000E-3,1.150200E-9,313.100000E-6
130.000000E-3,1.148700E-9,311.800000E-6
150.000000E-3,1.146700E-9,310.200000E-6
170.000000E-3,1.145200E-9,308.700000E-6
190.000000E-3,1.143700E-9,307.300000E-6
210.000000E-3,1.142200E-9,306.300000E-6
230.000000E-3,1.141000E-9,305.300000E-6
250.000000E-3,1.140200E-9,304.600000E-6
270.000000E-3,1.139300E-9,303.700000E-6
290.000000E-3,1.138500E-9,302.900000E-6
310.000000E-3,1.137700E-9,302.300000E-6
330.000000E-3,1.137100E-9,301.700000E-6
350.000000E-3,1.136700E-9,301.300000E-6
370.000000E-3,1.136100E-9,300.900000E-6
390.000000E-3,1.135700E-9,300.400000E-6
