Amplitude,Capacitance,Dissipation
10.000000E-3,1.111500E-9,310.600000E-6
30.000000E-3,1.110900E-9,309.900000E-6
50.000000E-3,1.110500E-9,309.300000E-6
70.000000E-3,1.111400E-9,307.700000E-6
90.000000E-3,1.110900E-9,307.200000E-6
110.000000E-3,1.110700E-9,306.700000E-6
130.000000E-3,1.110400E-9,306.400000E-6
150.000000E-3,1.110200E-9,305.900000E-6
170.000000E-3,1.109900E-9,305.600000E-6
190.000000E-3,1.109600E-9,305.200000E-6
210.000000E-3,1.109300E-9,305.000000E-6
230.000000E-3,1.109000E-9,304.700000E-6
250.000000E-3,1.109000E-9,304.400000E-6
270.000000E-3,1.108800E-9,304.100000E-6
290.000000E-3,1.108500E-9,303.900000E-6
310.000000E-3,1.108500E-9,303.700000E-6
330.000000E-3,1.108400E-9,303.400000E-6
350.000000E-3,1.108200E-9,303.400000E-6
370.000000E-3,1.108100E-9,303.200000E-6
390.000000E-3,1.107900E-9,303.100000E-6
