Amplitude,Capacitance,Dissipation
10.000000E-3,1.021000E-9,458.000000E-6
30.000000E-3,1.020000E-9,457.000000E-6
50.000000E-3,1.020000E-9,456.000000E-6
70.000000E-3,1.021000E-9,452.000000E-6
90.000000E-3,1.021000E-9,451.000000E-6
110.000000E-3,1.021000E-9,450.000000E-6
130.000000E-3,1.021000E-9,450.000000E-6
150.000000E-3,1.020000E-9,449.000000E-6
170.000000E-3,1.020000E-9,448.000000E-6
190.000000E-3,1.020000E-9,448.000000E-6
210.000000E-3,1.020000E-9,448.000000E-6
230.000000E-3,1.020000E-9,447.000000E-6
250.000000E-3,1.020000E-9,447.000000E-6
270.000000E-3,1.020000E-9,447.000000E-6
290.000000E-3,1.020000E-9,446.000000E-6
310.000000E-3,1.019900E-9,445.000000E-6
330.000000E-3,1.019900E-9,445.000000E-6
350.000000E-3,1.019600E-9,446.000000E-6
370.000000E-3,1.019600E-9,446.000000E-6
390.000000E-3,1.019500E-9,446.000000E-6
