Amplitude,Capacitance,Dissipation
10.000000E-3,1.010000E-9,470.000000E-6
30.000000E-3,1.009000E-9,469.000000E-6
50.000000E-3,1.009000E-9,468.000000E-6
70.000000E-3,1.010000E-9,464.000000E-6
90.000000E-3,1.010000E-9,463.000000E-6
110.000000E-3,1.010000E-9,461.000000E-6
130.000000E-3,1.009000E-9,462.000000E-6
150.000000E-3,1.009000E-9,461.000000E-6
170.000000E-3,1.009000E-9,460.000000E-6
190.000000E-3,1.009000E-9,460.000000E-6
210.000000E-3,1.008000E-9,460.000000E-6
230.000000E-3,1.008000E-9,460.000000E-6
250.000000E-3,1.008000E-9,459.000000E-6
270.000000E-3,1.008000E-9,459.000000E-6
290.000000E-3,1.008000E-9,458.000000E-6
310.000000E-3,1.008100E-9,458.000000E-6
330.000000E-3,1.007900E-9,458.000000E-6
350.000000E-3,1.007600E-9,459.000000E-6
370.000000E-3,1.007500E-9,458.000000E-6
390.000000E-3,1.007300E-9,458.000000E-6
