Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
125.663706E+0	0.000000E+0	NaN	0.000000E+0	0.000000E+0
138.230077E+0	5.500000E-9	760.265422E-9	154.000000E-3	117.080875E-9
157.079633E+0	5.300000E-9	832.522053E-9	138.000000E-3	114.888043E-9
175.929189E+0	5.300000E-9	932.424700E-9	141.000000E-3	131.471883E-9
194.778745E+0	5.200000E-9	1.012849E-6	139.000000E-3	140.786077E-9
213.628300E+0	5.200000E-9	1.110867E-6	139.000000E-3	154.410536E-9
238.761042E+0	5.200000E-9	1.241557E-6	129.000000E-3	160.160907E-9
270.176968E+0	5.100000E-9	1.377903E-6	119.000000E-3	163.970402E-9
301.592895E+0	5.100000E-9	1.538124E-6	113.000000E-3	173.807985E-9
333.008821E+0	5.100000E-9	1.698345E-6	108.000000E-3	183.421259E-9
370.707933E+0	5.000000E-9	1.853540E-6	99.000000E-3	183.500427E-9
414.690230E+0	5.000000E-9	2.073451E-6	99.000000E-3	205.271664E-9
458.672527E+0	4.970000E-9	2.279602E-6	94.000000E-3	214.282631E-9
515.221195E+0	4.920000E-9	2.534888E-6	94.000000E-3	238.279498E-9
571.769863E+0	4.890000E-9	2.795955E-6	95.000000E-3	265.615690E-9
634.601716E+0	4.880000E-9	3.096856E-6	92.000000E-3	284.910786E-9
709.999940E+0	4.850000E-9	3.443500E-6	87.000000E-3	299.584475E-9
791.681349E+0	4.830000E-9	3.823821E-6	84.000000E-3	321.200957E-9
879.645943E+0	4.800000E-9	4.222301E-6	85.000000E-3	358.895545E-9
980.176908E+0	4.780000E-9	4.685246E-6	84.000000E-3	393.560632E-9
1.093274E+3	4.760000E-9	5.203985E-6	83.000000E-3	431.930788E-9
1.218938E+3	4.740000E-9	5.777766E-6	83.000000E-3	479.554568E-9
1.357168E+3	4.720000E-9	6.405833E-6	83.000000E-3	531.684146E-9
1.514248E+3	4.700000E-9	7.116964E-6	84.000000E-3	597.824976E-9
1.683894E+3	4.680000E-9	7.880622E-6	84.000000E-3	661.972277E-9
1.878672E+3	4.650000E-9	8.735827E-6	86.000000E-3	751.281095E-9
2.092301E+3	4.640000E-9	9.708275E-6	87.000000E-3	844.619950E-9
2.331062E+3	4.610000E-9	10.746195E-6	89.000000E-3	956.411325E-9
2.601239E+3	4.590000E-9	11.939686E-6	91.000000E-3	1.086511E-6
2.896548E+3	4.600000E-9	13.324123E-6	93.000000E-3	1.239143E-6
3.229557E+3	4.600000E-9	14.855963E-6	95.000000E-3	1.411317E-6
3.593982E+3	4.500000E-9	16.172919E-6	99.000000E-3	1.601119E-6
4.008672E+3	4.500000E-9	18.039025E-6	102.000000E-3	1.839981E-6
4.467345E+3	4.480000E-9	20.013704E-6	107.000000E-3	2.141466E-6
4.976283E+3	4.460000E-9	22.194221E-6	111.000000E-3	2.463559E-6
5.541769E+3	4.440000E-9	24.605456E-6	117.000000E-3	2.878838E-6
6.176371E+3	4.410000E-9	27.237797E-6	123.000000E-3	3.350249E-6
6.886371E+3	4.390000E-9	30.231169E-6	131.000000E-3	3.960283E-6
7.671769E+3	4.360000E-9	33.448914E-6	139.000000E-3	4.649399E-6
8.545132E+3	4.330000E-9	37.000422E-6	147.000000E-3	5.439062E-6
9.525309E+3	4.300000E-9	40.958828E-6	158.000000E-3	6.471495E-6
10.612300E+3	4.260000E-9	45.208398E-6	168.000000E-3	7.595011E-6
11.824955E+3	4.220000E-9	49.901309E-6	181.000000E-3	9.032137E-6
13.175840E+3	4.180000E-9	55.075009E-6	194.000000E-3	10.684552E-6
14.683804E+3	4.130000E-9	60.644111E-6	209.000000E-3	12.674619E-6
16.361415E+3	4.070000E-9	66.590957E-6	225.000000E-3	14.982965E-6
18.227521E+3	4.010000E-9	73.092358E-6	243.000000E-3	17.761443E-6
20.313538E+3	3.940000E-9	80.035340E-6	262.000000E-3	20.969259E-6
22.632033E+3	3.870000E-9	87.585970E-6	282.000000E-3	24.699243E-6
25.220706E+3	3.780000E-9	95.334268E-6	304.000000E-3	28.981617E-6
28.098405E+3	3.690000E-9	103.683113E-6	327.000000E-3	33.904378E-6
31.309112E+3	3.580000E-9	112.086622E-6	351.000000E-3	39.342404E-6
34.890528E+3	3.470000E-9	121.070132E-6	376.000000E-3	45.522370E-6
38.874067E+3	3.350000E-9	130.228126E-6	399.200000E-3	51.987068E-6
43.316280E+3	3.230000E-9	139.911583E-6	424.800000E-3	59.434440E-6
48.267430E+3	3.103000E-9	149.773834E-6	450.200000E-3	67.428180E-6
53.784066E+3	2.972000E-9	159.846245E-6	475.100000E-3	75.942951E-6
59.929021E+3	2.841000E-9	170.258350E-6	499.200000E-3	84.992968E-6
66.777693E+3	2.710000E-9	180.967549E-6	522.100000E-3	94.483157E-6
74.405480E+3	2.581000E-9	192.040545E-6	543.900000E-3	104.450852E-6
82.906630E+3	2.456000E-9	203.618684E-6	564.000000E-3	114.840938E-6
92.381674E+3	2.335000E-9	215.711208E-6	582.600000E-3	125.673350E-6
102.937425E+3	2.218000E-9	228.315208E-6	599.500000E-3	136.874967E-6
114.699548E+3	2.105000E-9	241.442548E-6	614.600000E-3	148.390590E-6
127.806272E+3	1.998000E-9	255.356932E-6	627.600000E-3	160.262011E-6
142.408395E+3	1.895000E-9	269.863909E-6	638.500000E-3	172.308106E-6
158.681845E+3	1.798000E-9	285.309957E-6	646.500000E-3	184.452887E-6
176.815118E+3	1.707000E-9	301.823406E-6	651.300000E-3	196.577584E-6
197.021842E+3	1.622000E-9	319.569427E-6	652.500000E-3	208.519051E-6
219.534495E+3	1.543000E-9	338.741725E-6	649.800000E-3	220.114373E-6
