Amplitude,Capacitance,Dissipation
10.000000E-3,1.123400E-9,306.100000E-6
30.000000E-3,1.122600E-9,305.500000E-6
50.000000E-3,1.122000E-9,304.900000E-6
70.000000E-3,1.122700E-9,303.400000E-6
90.000000E-3,1.122200E-9,302.800000E-6
110.000000E-3,1.121800E-9,302.300000E-6
130.000000E-3,1.121500E-9,302.100000E-6
150.000000E-3,1.121000E-9,301.700000E-6
170.000000E-3,1.120700E-9,301.300000E-6
190.000000E-3,1.120400E-9,300.900000E-6
210.000000E-3,1.120000E-9,300.700000E-6
230.000000E-3,1.119700E-9,300.400000E-6
250.000000E-3,1.119600E-9,300.100000E-6
270.000000E-3,1.119300E-9,299.900000E-6
290.000000E-3,1.119000E-9,299.700000E-6
310.000000E-3,1.118800E-9,299.500000E-6
330.000000E-3,1.118700E-9,299.300000E-6
350.000000E-3,1.118500E-9,299.300000E-6
370.000000E-3,1.118300E-9,299.100000E-6
390.000000E-3,1.118200E-9,298.900000E-6
