Amplitude,Capacitance,Dissipation
10.000000E-3,1.111300E-9,312.900000E-6
30.000000E-3,1.110600E-9,312.000000E-6
50.000000E-3,1.110100E-9,311.200000E-6
70.000000E-3,1.110700E-9,309.400000E-6
90.000000E-3,1.110200E-9,308.700000E-6
110.000000E-3,1.109900E-9,308.000000E-6
130.000000E-3,1.109500E-9,307.600000E-6
150.000000E-3,1.109200E-9,306.900000E-6
170.000000E-3,1.108900E-9,306.400000E-6
190.000000E-3,1.108500E-9,305.800000E-6
210.000000E-3,1.108100E-9,305.500000E-6
230.000000E-3,1.107800E-9,305.000000E-6
250.000000E-3,1.107800E-9,304.700000E-6
270.000000E-3,1.107600E-9,304.300000E-6
290.000000E-3,1.107400E-9,304.000000E-6
310.000000E-3,1.107200E-9,303.700000E-6
330.000000E-3,1.107100E-9,303.400000E-6
350.000000E-3,1.106900E-9,303.200000E-6
370.000000E-3,1.106800E-9,303.000000E-6
390.000000E-3,1.106800E-9,302.700000E-6
